,id,Products,vA,vB,LargoBox
0,3,13,6,4,1600
1,4,5,6,4,1600
2,6,4,6,4,1600
3,9,1,6,4,1600
4,10,1,6,4,1600
5,13,4,6,4,1000
6,14,1,6,4,1000
7,15,7,6,4,1000
