,t,c,producto,CantidadPedir
1356,10,0,7,0
1357,10,0,8,0
1358,10,0,9,0
1359,10,0,10,0
1360,10,0,11,0
1361,10,0,12,0
1362,10,0,13,0
1363,10,0,14,0
1364,10,0,15,0
1365,10,1,1,21
1366,10,1,2,1
1367,10,1,3,0
1368,10,1,4,0
1369,10,1,5,0
1370,10,1,6,0
1371,10,1,7,0
1372,10,1,8,0
1373,10,1,9,0
1374,10,1,10,0
1375,10,1,11,2
1376,10,1,12,0
1377,10,1,13,0
1378,10,1,14,0
1379,10,1,15,12
1380,10,2,1,0
1381,10,2,2,0
1382,10,2,3,0
1383,10,2,4,0
1384,10,2,5,0
1385,10,2,6,0
1386,10,2,7,0
1387,10,2,8,0
1388,10,2,9,0
1389,10,2,10,0
1390,10,2,11,0
1391,10,2,12,0
1392,10,2,13,0
1393,10,2,14,0
1394,10,2,15,0
1395,10,3,1,0
1396,10,3,2,0
1397,10,3,3,0
1398,10,3,4,0
1399,10,3,5,0
1400,10,3,6,0
1401,10,3,7,0
1402,10,3,8,0
1403,10,3,9,0
1404,10,3,10,0
1405,10,3,11,0
1406,10,3,12,0
1407,10,3,13,0
1408,10,3,14,0
1409,10,3,15,0
1410,10,4,1,0
1411,10,4,2,0
1412,10,4,3,0
1413,10,4,4,0
1414,10,4,5,0
1415,10,4,6,0
1416,10,4,7,0
1417,10,4,8,0
1418,10,4,9,0
1419,10,4,10,0
1420,10,4,11,0
1421,10,4,12,0
1422,10,4,13,0
1423,10,4,14,0
1424,10,4,15,0
1425,10,5,1,0
1426,10,5,2,21
1427,10,5,3,0
1428,10,5,4,0
1429,10,5,5,1
1430,10,5,6,0
1431,10,5,7,0
1432,10,5,8,0
1433,10,5,9,2
1434,10,5,10,0
1435,10,5,11,0
1436,10,5,12,0
1437,10,5,13,0
1438,10,5,14,0
1439,10,5,15,12
1440,10,6,1,0
1441,10,6,2,0
1442,10,6,3,19
1443,10,6,4,0
1444,10,6,5,0
1445,10,6,6,0
1446,10,6,7,0
1447,10,6,8,13
1448,10,6,9,0
1449,10,6,10,0
1450,10,6,11,0
1451,10,6,12,0
1452,10,6,13,0
1453,10,6,14,0
1454,10,6,15,0
1455,10,7,1,0
1456,10,7,2,0
1457,10,7,3,18
1458,10,7,4,1
1459,10,7,5,0
1460,10,7,6,0
1461,10,7,7,0
1462,10,7,8,0
1463,10,7,9,0
1464,10,7,10,0
1465,10,7,11,0
1466,10,7,12,5
1467,10,7,13,0
1468,10,7,14,0
1469,10,7,15,12
1470,10,8,1,0
1471,10,8,2,0
1472,10,8,3,0
1473,10,8,4,0
1474,10,8,5,0
1475,10,8,6,0
1476,10,8,7,0
1477,10,8,8,0
1478,10,8,9,0
1479,10,8,10,0
1480,10,8,11,0
1481,10,8,12,0
1482,10,8,13,0
1483,10,8,14,0
1484,10,8,15,0
1485,10,9,1,0
1486,10,9,2,0
1487,10,9,3,0
1488,10,9,4,0
1489,10,9,5,0
1490,10,9,6,0
1491,10,9,7,0
1492,10,9,8,0
1493,10,9,9,0
1494,10,9,10,0
1495,10,9,11,0
1496,10,9,12,0
1497,10,9,13,0
1498,10,9,14,0
1499,10,9,15,0
1500,11,0,1,0
1501,11,0,2,0
1502,11,0,3,0
1503,11,0,4,0
1504,11,0,5,0
1505,11,0,6,0
1506,11,0,7,0
1507,11,0,8,0
1508,11,0,9,0
1509,11,0,10,0
1510,11,0,11,0
1511,11,0,12,0
1512,11,0,13,0
1513,11,0,14,0
1514,11,0,15,0
1515,11,1,1,0
1516,11,1,2,0
1517,11,1,3,0
1518,11,1,4,0
1519,11,1,5,0
1520,11,1,6,0
1521,11,1,7,0
1522,11,1,8,0
1523,11,1,9,0
1524,11,1,10,0
1525,11,1,11,0
1526,11,1,12,0
1527,11,1,13,0
1528,11,1,14,0
1529,11,1,15,0
1530,11,2,1,0
1531,11,2,2,0
1532,11,2,3,0
1533,11,2,4,0
1534,11,2,5,0
1535,11,2,6,0
1536,11,2,7,0
1537,11,2,8,0
1538,11,2,9,0
1539,11,2,10,0
1540,11,2,11,0
1541,11,2,12,0
1542,11,2,13,0
1543,11,2,14,0
1544,11,2,15,0
1545,11,3,1,0
1546,11,3,2,0
1547,11,3,3,0
1548,11,3,4,0
1549,11,3,5,0
1550,11,3,6,0
1551,11,3,7,0
1552,11,3,8,0
1553,11,3,9,0
1554,11,3,10,0
1555,11,3,11,0
1556,11,3,12,0
1557,11,3,13,0
1558,11,3,14,0
1559,11,3,15,0
1560,11,4,1,0
1561,11,4,2,0
1562,11,4,3,0
1563,11,4,4,0
1564,11,4,5,0
1565,11,4,6,0
1566,11,4,7,0
1567,11,4,8,0
1568,11,4,9,0
1569,11,4,10,0
1570,11,4,11,0
1571,11,4,12,0
1572,11,4,13,0
1573,11,4,14,0
1574,11,4,15,0
1575,11,5,1,0
1576,11,5,2,0
1577,11,5,3,0
1578,11,5,4,0
1579,11,5,5,0
1580,11,5,6,0
1581,11,5,7,0
1582,11,5,8,0
1583,11,5,9,0
1584,11,5,10,0
1585,11,5,11,0
1586,11,5,12,0
1587,11,5,13,0
1588,11,5,14,0
1589,11,5,15,0
1590,11,6,1,0
1591,11,6,2,0
1592,11,6,3,0
1593,11,6,4,0
1594,11,6,5,0
1595,11,6,6,0
1596,11,6,7,0
1597,11,6,8,0
1598,11,6,9,0
1599,11,6,10,0
1600,11,6,11,0
1601,11,6,12,0
1602,11,6,13,0
1603,11,6,14,0
1604,11,6,15,0
1605,11,7,1,0
1606,11,7,2,0
1607,11,7,3,0
1608,11,7,4,0
1609,11,7,5,0
1610,11,7,6,0
1611,11,7,7,0
1612,11,7,8,0
1613,11,7,9,0
1614,11,7,10,0
1615,11,7,11,0
1616,11,7,12,0
1617,11,7,13,0
1618,11,7,14,0
1619,11,7,15,0
1620,11,8,1,0
1621,11,8,2,0
1622,11,8,3,0
1623,11,8,4,0
1624,11,8,5,0
1625,11,8,6,0
1626,11,8,7,0
1627,11,8,8,0
1628,11,8,9,0
1629,11,8,10,0
1630,11,8,11,0
1631,11,8,12,0
1632,11,8,13,0
1633,11,8,14,0
1634,11,8,15,0
1635,11,9,1,0
1636,11,9,2,0
1637,11,9,3,0
1638,11,9,4,0
1639,11,9,5,0
1640,11,9,6,0
1641,11,9,7,0
1642,11,9,8,0
1643,11,9,9,0
1644,11,9,10,0
1645,11,9,11,0
1646,11,9,12,0
1647,11,9,13,0
1648,11,9,14,0
1649,11,9,15,0
1650,12,0,1,0
1651,12,0,2,0
1652,12,0,3,0
1653,12,0,4,0
1654,12,0,5,0
1655,12,0,6,0
1656,12,0,7,0
1657,12,0,8,0
1658,12,0,9,0
1659,12,0,10,0
1660,12,0,11,0
1661,12,0,12,0
1662,12,0,13,0
1663,12,0,14,0
1664,12,0,15,0
1665,12,1,1,0
1666,12,1,2,0
1667,12,1,3,24
1668,12,1,4,0
1669,12,1,5,0
1670,12,1,6,0
1671,12,1,7,2
1672,12,1,8,0
1673,12,1,9,1
1674,12,1,10,0
1675,12,1,11,1
1676,12,1,12,0
1677,12,1,13,6
1678,12,1,14,0
1679,12,1,15,0
1680,12,2,1,0
1681,12,2,2,0
1682,12,2,3,0
1683,12,2,4,0
1684,12,2,5,0
1685,12,2,6,0
1686,12,2,7,0
1687,12,2,8,0
1688,12,2,9,0
1689,12,2,10,0
1690,12,2,11,0
1691,12,2,12,0
1692,12,2,13,0
1693,12,2,14,0
1694,12,2,15,0
1695,12,3,1,0
1696,12,3,2,0
1697,12,3,3,0
1698,12,3,4,0
1699,12,3,5,0
1700,12,3,6,0
1701,12,3,7,0
1702,12,3,8,0
1703,12,3,9,0
1704,12,3,10,0
1705,12,3,11,0
1706,12,3,12,0
1707,12,3,13,0
1708,12,3,14,0
1709,12,3,15,0
1710,12,4,1,0
1711,12,4,2,0
1712,12,4,3,0
1713,12,4,4,0
1714,12,4,5,0
1715,12,4,6,0
1716,12,4,7,0
1717,12,4,8,0
1718,12,4,9,0
1719,12,4,10,0
1720,12,4,11,0
1721,12,4,12,0
1722,12,4,13,0
1723,12,4,14,0
1724,12,4,15,0
1725,12,5,1,0
1726,12,5,2,0
1727,12,5,3,0
1728,12,5,4,0
1729,12,5,5,0
1730,12,5,6,0
1731,12,5,7,0
1732,12,5,8,0
1733,12,5,9,0
1734,12,5,10,0
1735,12,5,11,0
1736,12,5,12,0
1737,12,5,13,0
1738,12,5,14,0
1739,12,5,15,0
1740,12,6,1,19
1741,12,6,2,0
1742,12,6,3,0
1743,12,6,4,0
1744,12,6,5,0
1745,12,6,6,0
1746,12,6,7,2
1747,12,6,8,2
1748,12,6,9,0
1749,12,6,10,1
1750,12,6,11,0
1751,12,6,12,0
1752,12,6,13,12
1753,12,6,14,0
1754,12,6,15,0
1755,12,7,1,0
1756,12,7,2,0
1757,12,7,3,0
1758,12,7,4,0
1759,12,7,5,0
1760,12,7,6,0
1761,12,7,7,0
1762,12,7,8,0
1763,12,7,9,0
1764,12,7,10,0
1765,12,7,11,0
1766,12,7,12,0
1767,12,7,13,0
1768,12,7,14,0
1769,12,7,15,0
1770,12,8,1,0
1771,12,8,2,0
1772,12,8,3,0
1773,12,8,4,0
1774,12,8,5,0
1775,12,8,6,0
1776,12,8,7,0
1777,12,8,8,0
1778,12,8,9,0
1779,12,8,10,0
1780,12,8,11,0
1781,12,8,12,0
1782,12,8,13,0
1783,12,8,14,0
1784,12,8,15,0
1785,12,9,1,0
1786,12,9,2,0
1787,12,9,3,0
1788,12,9,4,0
1789,12,9,5,0
1790,12,9,6,0
1791,12,9,7,0
1792,12,9,8,0
1793,12,9,9,0
1794,12,9,10,0
1795,12,9,11,0
1796,12,9,12,0
1797,12,9,13,0
1798,12,9,14,0
1799,12,9,15,0
1800,13,0,1,0
1801,13,0,2,0
1802,13,0,3,0
1803,13,0,4,0
1804,13,0,5,0
1805,13,0,6,0
1806,13,0,7,0
1807,13,0,8,0
1808,13,0,9,0
1809,13,0,10,0
1810,13,0,11,0
1811,13,0,12,0
1812,13,0,13,0
1813,13,0,14,0
1814,13,0,15,0
1815,13,1,1,21
1816,13,1,2,0
1817,13,1,3,0
1818,13,1,4,0
1819,13,1,5,0
1820,13,1,6,0
1821,13,1,7,2
1822,13,1,8,0
1823,13,1,9,0
1824,13,1,10,1
1825,13,1,11,0
1826,13,1,12,0
1827,13,1,13,0
1828,13,1,14,0
1829,13,1,15,12
1830,13,2,1,12
1831,13,2,2,0
1832,13,2,3,0
1833,13,2,4,0
1834,13,2,5,0
1835,13,2,6,0
1836,13,2,7,2
1837,13,2,8,3
1838,13,2,9,3
1839,13,2,10,0
1840,13,2,11,4
1841,13,2,12,0
1842,13,2,13,0
1843,13,2,14,0
1844,13,2,15,12
1845,13,3,1,0
1846,13,3,2,0
1847,13,3,3,0
1848,13,3,4,0
1849,13,3,5,0
1850,13,3,6,0
1851,13,3,7,0
1852,13,3,8,0
1853,13,3,9,0
1854,13,3,10,0
1855,13,3,11,0
1856,13,3,12,0
1857,13,3,13,0
1858,13,3,14,0
1859,13,3,15,0
1860,13,4,1,0
1861,13,4,2,0
1862,13,4,3,0
1863,13,4,4,0
1864,13,4,5,0
1865,13,4,6,0
1866,13,4,7,0
1867,13,4,8,0
1868,13,4,9,0
1869,13,4,10,0
1870,13,4,11,0
1871,13,4,12,0
1872,13,4,13,0
1873,13,4,14,0
1874,13,4,15,0
1875,13,5,1,0
1876,13,5,2,0
1877,13,5,3,0
1878,13,5,4,0
1879,13,5,5,0
1880,13,5,6,0
1881,13,5,7,0
1882,13,5,8,0
1883,13,5,9,0
1884,13,5,10,0
1885,13,5,11,0
1886,13,5,12,0
1887,13,5,13,0
1888,13,5,14,0
1889,13,5,15,0
1890,13,6,1,0
1891,13,6,2,0
1892,13,6,3,0
1893,13,6,4,0
1894,13,6,5,0
1895,13,6,6,0
1896,13,6,7,0
1897,13,6,8,0
1898,13,6,9,0
1899,13,6,10,0
1900,13,6,11,0
1901,13,6,12,0
1902,13,6,13,0
1903,13,6,14,0
1904,13,6,15,0
1905,13,7,1,0
1906,13,7,2,0
1907,13,7,3,0
1908,13,7,4,0
1909,13,7,5,0
1910,13,7,6,0
1911,13,7,7,0
1912,13,7,8,0
1913,13,7,9,0
1914,13,7,10,0
1915,13,7,11,0
1916,13,7,12,0
1917,13,7,13,0
1918,13,7,14,0
1919,13,7,15,0
1920,13,8,1,0
1921,13,8,2,0
1922,13,8,3,0
1923,13,8,4,0
1924,13,8,5,0
1925,13,8,6,0
1926,13,8,7,0
1927,13,8,8,0
1928,13,8,9,0
1929,13,8,10,0
1930,13,8,11,0
1931,13,8,12,0
1932,13,8,13,0
1933,13,8,14,0
1934,13,8,15,0
1935,13,9,1,0
1936,13,9,2,0
1937,13,9,3,0
1938,13,9,4,0
1939,13,9,5,0
1940,13,9,6,0
1941,13,9,7,0
1942,13,9,8,0
1943,13,9,9,0
1944,13,9,10,0
1945,13,9,11,0
1946,13,9,12,0
1947,13,9,13,0
1948,13,9,14,0
1949,13,9,15,0
1950,14,0,1,0
1951,14,0,2,0
1952,14,0,3,0
1953,14,0,4,0
1954,14,0,5,0
1955,14,0,6,0
1956,14,0,7,0
1957,14,0,8,0
1958,14,0,9,0
1959,14,0,10,0
1960,14,0,11,0
1961,14,0,12,0
1962,14,0,13,0
1963,14,0,14,0
1964,14,0,15,0
1965,14,1,1,0
1966,14,1,2,0
1967,14,1,3,0
1968,14,1,4,0
1969,14,1,5,0
1970,14,1,6,0
1971,14,1,7,0
1972,14,1,8,0
1973,14,1,9,0
1974,14,1,10,0
1975,14,1,11,0
1976,14,1,12,0
1977,14,1,13,0
1978,14,1,14,0
1979,14,1,15,0
1980,14,2,1,0
1981,14,2,2,0
1982,14,2,3,0
1983,14,2,4,0
1984,14,2,5,0
1985,14,2,6,0
1986,14,2,7,0
1987,14,2,8,0
1988,14,2,9,0
1989,14,2,10,0
1990,14,2,11,0
1991,14,2,12,0
1992,14,2,13,0
1993,14,2,14,0
1994,14,2,15,0
1995,14,3,1,0
1996,14,3,2,0
1997,14,3,3,0
1998,14,3,4,0
1999,14,3,5,0
2000,14,3,6,0
2001,14,3,7,0
2002,14,3,8,0
2003,14,3,9,0
2004,14,3,10,0
2005,14,3,11,0
2006,14,3,12,0
2007,14,3,13,0
2008,14,3,14,0
2009,14,3,15,0
2010,14,4,1,0
2011,14,4,2,0
2012,14,4,3,0
2013,14,4,4,0
2014,14,4,5,29
2015,14,4,6,0
2016,14,4,7,0
2017,14,4,8,3
2018,14,4,9,0
2019,14,4,10,0
2020,14,4,11,0
2021,14,4,12,0
2022,14,4,13,0
2023,14,4,14,0
2024,14,4,15,0
2025,14,5,1,0
2026,14,5,2,0
2027,14,5,3,0
2028,14,5,4,0
2029,14,5,5,0
2030,14,5,6,0
2031,14,5,7,0
2032,14,5,8,0
2033,14,5,9,0
2034,14,5,10,0
2035,14,5,11,0
2036,14,5,12,0
2037,14,5,13,0
2038,14,5,14,0
2039,14,5,15,0
2040,14,6,1,0
2041,14,6,2,17
2042,14,6,3,0
2043,14,6,4,0
2044,14,6,5,0
2045,14,6,6,0
2046,14,6,7,0
2047,14,6,8,7
2048,14,6,9,0
2049,14,6,10,0
2050,14,6,11,0
2051,14,6,12,0
2052,14,6,13,5
2053,14,6,14,0
2054,14,6,15,7
2055,14,7,1,0
2056,14,7,2,0
2057,14,7,3,0
2058,14,7,4,0
2059,14,7,5,0
2060,14,7,6,0
2061,14,7,7,0
2062,14,7,8,0
2063,14,7,9,0
2064,14,7,10,0
2065,14,7,11,0
2066,14,7,12,0
2067,14,7,13,0
2068,14,7,14,0
2069,14,7,15,0
2070,14,8,1,0
2071,14,8,2,0
2072,14,8,3,0
2073,14,8,4,0
2074,14,8,5,0
2075,14,8,6,0
2076,14,8,7,0
2077,14,8,8,0
2078,14,8,9,0
2079,14,8,10,0
2080,14,8,11,0
2081,14,8,12,0
2082,14,8,13,0
2083,14,8,14,0
2084,14,8,15,0
2085,14,9,1,0
2086,14,9,2,0
2087,14,9,3,0
2088,14,9,4,17
2089,14,9,5,7
2090,14,9,6,0
2091,14,9,7,0
2092,14,9,8,0
2093,14,9,9,0
2094,14,9,10,0
2095,14,9,11,0
2096,14,9,12,0
2097,14,9,13,0
2098,14,9,14,1
2099,14,9,15,11
2100,15,0,1,0
2101,15,0,2,0
2102,15,0,3,0
2103,15,0,4,0
2104,15,0,5,0
2105,15,0,6,0
2106,15,0,7,0
2107,15,0,8,0
2108,15,0,9,0
2109,15,0,10,0
2110,15,0,11,0
2111,15,0,12,0
2112,15,0,13,0
2113,15,0,14,0
2114,15,0,15,0
2115,15,1,1,0
2116,15,1,2,0
2117,15,1,3,0
2118,15,1,4,0
2119,15,1,5,0
2120,15,1,6,0
2121,15,1,7,0
2122,15,1,8,0
2123,15,1,9,0
2124,15,1,10,0
2125,15,1,11,0
2126,15,1,12,0
2127,15,1,13,0
2128,15,1,14,0
2129,15,1,15,0
2130,15,2,1,0
2131,15,2,2,0
2132,15,2,3,0
2133,15,2,4,0
2134,15,2,5,0
2135,15,2,6,0
2136,15,2,7,0
2137,15,2,8,0
2138,15,2,9,0
2139,15,2,10,0
2140,15,2,11,0
2141,15,2,12,0
2142,15,2,13,0
2143,15,2,14,0
2144,15,2,15,0
2145,15,3,1,0
2146,15,3,2,0
2147,15,3,3,32
2148,15,3,4,0
2149,15,3,5,0
2150,15,3,6,0
2151,15,3,7,0
2152,15,3,8,0
2153,15,3,9,0
2154,15,3,10,0
2155,15,3,11,0
2156,15,3,12,0
2157,15,3,13,0
2158,15,3,14,0
2159,15,3,15,0
2160,15,4,1,0
2161,15,4,2,0
2162,15,4,3,0
2163,15,4,4,0
2164,15,4,5,0
2165,15,4,6,0
2166,15,4,7,0
2167,15,4,8,0
2168,15,4,9,0
2169,15,4,10,0
2170,15,4,11,0
2171,15,4,12,0
2172,15,4,13,0
2173,15,4,14,0
2174,15,4,15,0
2175,15,5,1,0
2176,15,5,2,0
2177,15,5,3,0
2178,15,5,4,0
2179,15,5,5,0
2180,15,5,6,0
2181,15,5,7,0
2182,15,5,8,0
2183,15,5,9,0
2184,15,5,10,0
2185,15,5,11,0
2186,15,5,12,0
2187,15,5,13,0
2188,15,5,14,0
2189,15,5,15,0
2190,15,6,1,0
2191,15,6,2,0
2192,15,6,3,0
2193,15,6,4,0
2194,15,6,5,0
2195,15,6,6,0
2196,15,6,7,0
2197,15,6,8,0
2198,15,6,9,0
2199,15,6,10,0
2200,15,6,11,0
2201,15,6,12,0
2202,15,6,13,0
2203,15,6,14,0
2204,15,6,15,0
2205,15,7,1,0
2206,15,7,2,0
2207,15,7,3,0
2208,15,7,4,0
2209,15,7,5,0
2210,15,7,6,0
2211,15,7,7,0
2212,15,7,8,0
2213,15,7,9,0
2214,15,7,10,0
2215,15,7,11,0
2216,15,7,12,0
2217,15,7,13,0
2218,15,7,14,0
2219,15,7,15,0
2220,15,8,1,0
2221,15,8,2,0
2222,15,8,3,0
2223,15,8,4,0
2224,15,8,5,0
2225,15,8,6,0
2226,15,8,7,0
2227,15,8,8,0
2228,15,8,9,0
2229,15,8,10,0
2230,15,8,11,0
2231,15,8,12,0
2232,15,8,13,0
2233,15,8,14,0
2234,15,8,15,0
2235,15,9,1,0
2236,15,9,2,0
2237,15,9,3,0
2238,15,9,4,0
2239,15,9,5,0
2240,15,9,6,0
2241,15,9,7,0
2242,15,9,8,0
2243,15,9,9,0
2244,15,9,10,0
2245,15,9,11,0
2246,15,9,12,0
2247,15,9,13,0
2248,15,9,14,0
2249,15,9,15,0
2250,16,0,1,0
2251,16,0,2,0
2252,16,0,3,0
2253,16,0,4,20
2254,16,0,5,0
2255,16,0,6,0
2256,16,0,7,3
2257,16,0,8,5
2258,16,0,9,0
2259,16,0,10,0
2260,16,0,11,0
2261,16,0,12,0
2262,16,0,13,0
2263,16,0,14,0
2264,16,0,15,6
2265,16,1,1,0
2266,16,1,2,0
2267,16,1,3,0
2268,16,1,4,0
2269,16,1,5,0
2270,16,1,6,0
2271,16,1,7,0
2272,16,1,8,0
2273,16,1,9,0
2274,16,1,10,0
2275,16,1,11,0
2276,16,1,12,0
2277,16,1,13,0
2278,16,1,14,0
2279,16,1,15,0
2280,16,2,1,0
2281,16,2,2,0
2282,16,2,3,0
2283,16,2,4,0
2284,16,2,5,0
2285,16,2,6,0
2286,16,2,7,0
2287,16,2,8,0
2288,16,2,9,0
2289,16,2,10,0
2290,16,2,11,0
2291,16,2,12,0
2292,16,2,13,0
2293,16,2,14,0
2294,16,2,15,0
2295,16,3,1,0
2296,16,3,2,0
2297,16,3,3,0
2298,16,3,4,0
2299,16,3,5,0
2300,16,3,6,0
2301,16,3,7,0
2302,16,3,8,0
2303,16,3,9,0
2304,16,3,10,0
2305,16,3,11,0
2306,16,3,12,0
2307,16,3,13,0
2308,16,3,14,0
2309,16,3,15,0
2310,16,4,1,0
2311,16,4,2,0
2312,16,4,3,0
2313,16,4,4,0
2314,16,4,5,0
2315,16,4,6,0
2316,16,4,7,0
2317,16,4,8,0
2318,16,4,9,0
2319,16,4,10,0
2320,16,4,11,0
2321,16,4,12,0
2322,16,4,13,0
2323,16,4,14,0
2324,16,4,15,0
2325,16,5,1,0
2326,16,5,2,0
2327,16,5,3,0
2328,16,5,4,0
2329,16,5,5,0
2330,16,5,6,0
2331,16,5,7,0
2332,16,5,8,0
2333,16,5,9,0
2334,16,5,10,0
2335,16,5,11,0
2336,16,5,12,0
2337,16,5,13,0
2338,16,5,14,0
2339,16,5,15,0
2340,16,6,1,0
2341,16,6,2,0
2342,16,6,3,0
2343,16,6,4,0
2344,16,6,5,0
2345,16,6,6,0
2346,16,6,7,0
2347,16,6,8,0
2348,16,6,9,0
2349,16,6,10,0
2350,16,6,11,0
2351,16,6,12,0
2352,16,6,13,0
2353,16,6,14,0
2354,16,6,15,0
2355,16,7,1,0
2356,16,7,2,0
2357,16,7,3,22
2358,16,7,4,0
2359,16,7,5,0
2360,16,7,6,0
2361,16,7,7,0
2362,16,7,8,0
2363,16,7,9,1
2364,16,7,10,1
2365,16,7,11,0
2366,16,7,12,0
2367,16,7,13,4
2368,16,7,14,0
2369,16,7,15,8
2370,16,8,1,0
2371,16,8,2,0
2372,16,8,3,0
2373,16,8,4,0
2374,16,8,5,0
2375,16,8,6,0
2376,16,8,7,0
2377,16,8,8,0
2378,16,8,9,0
2379,16,8,10,0
2380,16,8,11,0
2381,16,8,12,0
2382,16,8,13,0
2383,16,8,14,0
2384,16,8,15,0
2385,16,9,1,0
2386,16,9,2,0
2387,16,9,3,0
2388,16,9,4,0
2389,16,9,5,0
2390,16,9,6,0
2391,16,9,7,0
2392,16,9,8,0
2393,16,9,9,0
2394,16,9,10,0
2395,16,9,11,0
2396,16,9,12,0
2397,16,9,13,0
2398,16,9,14,0
2399,16,9,15,0
2400,17,0,1,0
2401,17,0,2,0
2402,17,0,3,0
2403,17,0,4,0
2404,17,0,5,0
2405,17,0,6,0
2406,17,0,7,0
2407,17,0,8,0
2408,17,0,9,0
2409,17,0,10,0
2410,17,0,11,0
2411,17,0,12,0
2412,17,0,13,0
2413,17,0,14,0
2414,17,0,15,0
2415,17,1,1,0
2416,17,1,2,0
2417,17,1,3,0
2418,17,1,4,0
2419,17,1,5,0
2420,17,1,6,0
2421,17,1,7,0
2422,17,1,8,0
2423,17,1,9,0
2424,17,1,10,0
2425,17,1,11,0
2426,17,1,12,0
2427,17,1,13,0
2428,17,1,14,0
2429,17,1,15,0
2430,17,2,1,0
2431,17,2,2,0
2432,17,2,3,0
2433,17,2,4,0
2434,17,2,5,0
2435,17,2,6,0
2436,17,2,7,0
2437,17,2,8,0
2438,17,2,9,0
2439,17,2,10,0
2440,17,2,11,0
2441,17,2,12,0
2442,17,2,13,0
2443,17,2,14,0
2444,17,2,15,0
2445,17,3,1,0
2446,17,3,2,0
2447,17,3,3,0
2448,17,3,4,0
2449,17,3,5,0
2450,17,3,6,0
2451,17,3,7,0
2452,17,3,8,0
2453,17,3,9,0
2454,17,3,10,0
2455,17,3,11,0
2456,17,3,12,0
2457,17,3,13,0
2458,17,3,14,0
2459,17,3,15,0
2460,17,4,1,0
2461,17,4,2,0
2462,17,4,3,0
2463,17,4,4,0
2464,17,4,5,0
2465,17,4,6,0
2466,17,4,7,0
2467,17,4,8,0
2468,17,4,9,0
2469,17,4,10,0
2470,17,4,11,0
2471,17,4,12,0
2472,17,4,13,0
2473,17,4,14,0
2474,17,4,15,0
2475,17,5,1,0
2476,17,5,2,0
2477,17,5,3,0
2478,17,5,4,0
2479,17,5,5,0
2480,17,5,6,0
2481,17,5,7,0
2482,17,5,8,0
2483,17,5,9,0
2484,17,5,10,0
2485,17,5,11,0
2486,17,5,12,0
2487,17,5,13,0
2488,17,5,14,0
2489,17,5,15,0
2490,17,6,1,0
2491,17,6,2,0
2492,17,6,3,0
2493,17,6,4,0
2494,17,6,5,0
2495,17,6,6,0
2496,17,6,7,0
2497,17,6,8,0
2498,17,6,9,0
2499,17,6,10,0
2500,17,6,11,0
2501,17,6,12,0
2502,17,6,13,0
2503,17,6,14,0
2504,17,6,15,0
2505,17,7,1,0
2506,17,7,2,18
2507,17,7,3,0
2508,17,7,4,0
2509,17,7,5,0
2510,17,7,6,0
2511,17,7,7,0
2512,17,7,8,0
2513,17,7,9,3
2514,17,7,10,3
2515,17,7,11,0
2516,17,7,12,0
2517,17,7,13,0
2518,17,7,14,0
2519,17,7,15,12
2520,17,8,1,10
2521,17,8,2,2
2522,17,8,3,0
2523,17,8,4,0
2524,17,8,5,0
2525,17,8,6,0
2526,17,8,7,6
2527,17,8,8,5
2528,17,8,9,0
2529,17,8,10,0
2530,17,8,11,1
2531,17,8,12,0
2532,17,8,13,0
2533,17,8,14,0
2534,17,8,15,12
2535,17,9,1,1
2536,17,9,2,0
2537,17,9,3,0
2538,17,9,4,0
2539,17,9,5,0
2540,17,9,6,26
2541,17,9,7,0
2542,17,9,8,0
2543,17,9,9,0
2544,17,9,10,0
2545,17,9,11,0
2546,17,9,12,1
2547,17,9,13,5
2548,17,9,14,1
2549,17,9,15,0
2550,18,0,1,0
2551,18,0,2,0
2552,18,0,3,0
2553,18,0,4,0
2554,18,0,5,0
2555,18,0,6,0
2556,18,0,7,0
2557,18,0,8,0
2558,18,0,9,0
2559,18,0,10,0
2560,18,0,11,0
2561,18,0,12,0
2562,18,0,13,0
2563,18,0,14,0
2564,18,0,15,0
2565,18,1,1,0
2566,18,1,2,0
2567,18,1,3,0
2568,18,1,4,0
2569,18,1,5,0
2570,18,1,6,0
2571,18,1,7,0
2572,18,1,8,0
2573,18,1,9,0
2574,18,1,10,0
2575,18,1,11,0
2576,18,1,12,0
2577,18,1,13,0
2578,18,1,14,0
2579,18,1,15,0
2580,18,2,1,0
2581,18,2,2,0
2582,18,2,3,0
2583,18,2,4,0
2584,18,2,5,0
2585,18,2,6,0
2586,18,2,7,0
2587,18,2,8,0
2588,18,2,9,0
2589,18,2,10,0
2590,18,2,11,0
2591,18,2,12,0
2592,18,2,13,0
2593,18,2,14,0
2594,18,2,15,0
2595,18,3,1,0
2596,18,3,2,0
2597,18,3,3,0
2598,18,3,4,0
2599,18,3,5,0
2600,18,3,6,0
2601,18,3,7,0
2602,18,3,8,0
2603,18,3,9,0
2604,18,3,10,0
2605,18,3,11,0
2606,18,3,12,0
2607,18,3,13,0
2608,18,3,14,0
2609,18,3,15,0
2610,18,4,1,0
2611,18,4,2,0
2612,18,4,3,0
2613,18,4,4,0
2614,18,4,5,0
2615,18,4,6,0
2616,18,4,7,0
2617,18,4,8,0
2618,18,4,9,0
2619,18,4,10,0
2620,18,4,11,0
2621,18,4,12,0
2622,18,4,13,0
2623,18,4,14,0
2624,18,4,15,0
2625,18,5,1,0
2626,18,5,2,0
