,k,t,i,b,x,y,z,r
695,1,3,3,b,11200,1200,0,1
696,1,3,3,b,11200,1200,1000,1
697,1,3,3,b,11200,1200,2000,1
698,1,3,3,b,12400,1200,0,1
699,1,3,3,b,12400,1200,1000,1
700,1,3,3,b,12400,1200,2000,1
701,1,4,4,b,0,0,0,1
702,1,4,4,b,0,0,1000,1
703,1,4,4,b,0,0,2000,1
704,1,4,4,b,1200,0,0,1
705,1,4,4,b,1200,0,1000,1
706,1,4,4,b,1200,0,2000,1
707,1,4,4,b,2400,0,0,1
708,1,4,4,b,2400,0,1000,1
709,1,4,4,b,2400,0,2000,1
710,1,4,4,b,3600,0,0,1
711,1,4,4,b,3600,0,1000,1
712,1,4,4,b,3600,0,2000,1
713,1,4,4,b,4800,0,0,1
714,1,4,4,b,4800,0,1000,1
715,1,4,4,b,4800,0,2000,1
716,1,4,4,b,6000,0,0,1
717,1,4,4,b,6000,0,1000,1
718,1,4,4,b,6000,0,2000,1
719,1,4,4,b,7200,0,0,1
720,1,4,4,b,7200,0,1000,1
721,1,4,4,b,7200,0,2000,1
722,1,4,4,b,8400,0,0,1
723,1,4,4,b,8400,0,1000,1
724,1,4,4,b,8400,0,2000,1
725,1,4,4,b,9600,0,0,1
726,1,4,4,b,9600,0,1000,1
727,1,4,4,b,9600,0,2000,1
728,1,4,4,b,10800,0,0,1
729,1,4,4,b,10800,0,1000,1
730,1,4,4,b,10800,0,2000,1
731,1,4,4,b,12000,0,0,1
732,1,4,4,b,12000,0,1000,1
733,1,4,4,b,12000,0,2000,1
734,1,4,1,a,0,1200,0,0
735,1,4,1,a,0,1200,750,0
736,1,4,1,a,0,1200,1500,0
737,1,4,1,a,0,1200,2250,0
738,1,4,1,a,1600,1200,0,0
739,1,4,1,a,1600,1200,750,0
740,1,4,1,a,1600,1200,1500,0
741,1,4,1,a,1600,1200,2250,0
742,1,4,1,a,3200,1200,0,0
743,1,4,1,a,3200,1200,750,0
744,1,4,1,a,3200,1200,1500,0
745,1,4,1,a,3200,1200,2250,0
746,1,4,1,a,4800,1200,0,0
747,1,4,1,a,4800,1200,750,0
748,1,4,1,a,4800,1200,1500,0
749,1,4,1,a,4800,1200,2250,0
750,1,4,1,a,6400,1200,0,0
751,1,4,1,a,6400,1200,750,0
752,1,4,1,a,6400,1200,1500,0
753,1,4,1,a,6400,1200,2250,0
754,1,4,1,a,8000,1200,0,0
755,1,4,1,a,8000,1200,750,0
756,1,4,1,a,8000,1200,1500,0
757,1,4,1,a,8000,1200,2250,0
758,1,4,1,a,9600,1200,0,0
759,1,4,1,a,9600,1200,750,0
760,1,4,1,a,9600,1200,1500,0
761,1,4,1,a,9600,1200,2250,0
762,1,4,1,a,11200,1200,0,0
763,1,4,1,a,11200,1200,750,0
764,1,4,1,a,11200,1200,1500,0
765,1,4,1,a,11200,1200,2250,0
766,1,5,1,a,0,0,0,0
767,1,5,1,a,0,0,750,0
768,1,5,1,a,0,0,1500,0
769,1,5,1,a,0,0,2250,0
770,1,5,1,a,1600,0,0,0
771,1,5,1,a,1600,0,750,0
772,1,5,1,a,1600,0,1500,0
773,1,5,1,a,1600,0,2250,0
774,1,5,1,a,3200,0,0,0
775,1,5,1,a,3200,0,750,0
776,1,5,1,a,3200,0,1500,0
777,1,5,1,a,3200,0,2250,0
778,1,5,1,a,4800,0,0,0
779,1,5,1,a,4800,0,750,0
780,1,5,1,a,4800,0,1500,0
781,1,5,1,a,4800,0,2250,0
782,1,5,1,a,6400,0,0,0
783,1,5,1,a,6400,0,750,0
784,1,5,1,a,6400,0,1500,0
785,1,5,1,a,6400,0,2250,0
786,1,5,1,a,8000,0,0,0
787,1,5,1,a,8000,0,750,0
788,1,5,1,a,8000,0,1500,0
789,1,5,1,a,8000,0,2250,0
790,1,5,1,a,9600,0,0,0
791,1,5,1,a,9600,0,750,0
792,1,5,1,a,9600,0,1500,0
793,1,5,1,a,9600,0,2250,0
794,1,5,1,a,11200,0,0,0
795,1,5,1,a,11200,0,750,0
796,1,5,1,a,11200,0,1500,0
797,1,5,1,a,11200,0,2250,0
798,1,5,2,a,0,1200,0,0
799,1,5,2,a,0,1200,750,0
800,1,5,2,a,0,1200,1500,0
801,1,5,2,a,0,1200,2250,0
802,1,5,2,a,1600,1200,0,0
803,1,5,2,a,1600,1200,750,0
804,1,5,2,a,1600,1200,1500,0
805,1,5,2,a,1600,1200,2250,0
806,1,5,2,a,3200,1200,0,0
807,1,5,2,a,3200,1200,750,0
808,1,5,2,a,3200,1200,1500,0
809,1,5,2,a,3200,1200,2250,0
810,1,5,2,a,4800,1200,0,0
811,1,5,2,a,4800,1200,750,0
812,1,5,2,a,4800,1200,1500,0
813,1,5,2,a,4800,1200,2250,0
814,1,5,2,a,6400,1200,0,0
815,1,5,2,a,6400,1200,750,0
816,1,5,2,a,6400,1200,1500,0
817,1,5,2,a,6400,1200,2250,0
818,1,5,2,a,8000,1200,0,0
819,1,5,2,a,8000,1200,750,0
820,1,5,2,a,8000,1200,1500,0
821,1,5,2,a,8000,1200,2250,0
822,1,5,2,a,9600,1200,0,0
823,1,5,2,a,9600,1200,750,0
824,1,5,2,a,9600,1200,1500,0
825,1,5,2,a,9600,1200,2250,0
826,1,5,2,a,11200,1200,0,0
827,1,5,2,a,11200,1200,750,0
828,1,5,2,a,11200,1200,1500,0
829,1,5,2,a,11200,1200,2250,0
830,1,7,5,a,0,0,0,0
831,1,7,5,a,0,0,750,0
832,1,7,5,a,0,0,1500,0
833,1,7,5,a,0,0,2250,0
834,1,7,5,a,1600,0,0,0
835,1,7,5,a,1600,0,750,0
836,1,7,5,a,1600,0,1500,0
837,1,7,5,a,1600,0,2250,0
838,1,7,5,a,3200,0,0,0
839,1,7,5,a,3200,0,750,0
840,1,7,5,a,3200,0,1500,0
841,1,7,5,a,3200,0,2250,0
842,1,7,5,a,4800,0,0,0
843,1,7,5,a,4800,0,750,0
844,1,7,5,a,4800,0,1500,0
845,1,7,5,a,4800,0,2250,0
846,1,7,5,a,6400,0,0,0
847,1,7,5,a,6400,0,750,0
848,1,7,5,a,6400,0,1500,0
849,1,7,5,a,6400,0,2250,0
850,1,7,5,a,8000,0,0,0
851,1,7,5,a,8000,0,750,0
852,1,7,5,a,8000,0,1500,0
853,1,7,5,a,8000,0,2250,0
854,1,7,3,b,9600,0,0,0
855,1,7,3,b,9600,0,1000,0
856,1,7,3,b,9600,0,2000,0
857,1,7,3,b,10800,0,0,0
858,1,7,3,b,10800,0,1000,0
859,1,7,3,b,10800,0,2000,0
860,1,7,3,b,12000,0,0,0
861,1,7,3,b,12000,0,1000,0
862,1,7,3,b,12000,0,2000,0
863,1,7,2,a,0,1200,0,0
864,1,7,2,a,0,1200,750,0
865,1,7,2,a,0,1200,1500,0
866,1,7,2,a,0,1200,2250,0
867,1,7,2,a,1600,1200,0,0
868,1,7,2,a,1600,1200,750,0
869,1,7,2,a,1600,1200,1500,0
870,1,7,2,a,1600,1200,2250,0
871,1,7,2,a,3200,1200,0,0
872,1,7,2,a,3200,1200,750,0
873,1,7,2,a,3200,1200,1500,0
874,1,7,2,a,3200,1200,2250,0
875,1,7,2,a,4800,1200,0,0
876,1,7,2,a,4800,1200,750,0
877,1,7,2,a,4800,1200,1500,0
878,1,7,2,a,4800,1200,2250,0
879,1,7,2,a,6400,1200,0,0
880,1,7,2,a,6400,1200,750,0
881,1,7,2,a,6400,1200,1500,0
882,1,7,2,a,6400,1200,2250,0
883,1,7,2,a,8000,1200,0,0
884,1,7,2,a,8000,1200,750,0
885,1,7,2,a,8000,1200,1500,0
886,1,7,2,a,8000,1200,2250,0
887,1,7,2,a,9600,1200,0,0
888,1,7,2,a,9600,1200,750,0
889,1,7,2,a,9600,1200,1500,0
890,1,7,2,a,9600,1200,2250,0
891,1,7,2,a,11200,1200,0,0
892,1,7,2,a,11200,1200,750,0
893,1,7,2,a,11200,1200,1500,0
894,1,7,2,a,11200,1200,2250,0
895,1,8,2,a,0,0,0,0
896,1,8,2,a,0,0,750,0
897,1,8,2,a,0,0,1500,0
898,1,8,2,a,0,0,2250,0
899,1,8,2,a,1600,0,0,0
900,1,8,2,a,1600,0,750,0
901,1,8,2,a,1600,0,1500,0
902,1,8,2,a,1600,0,2250,0
903,1,8,2,a,3200,0,0,0
904,1,8,2,a,3200,0,750,0
905,1,8,2,a,3200,0,1500,0
906,1,8,2,a,3200,0,2250,0
907,1,8,2,a,4800,0,0,0
908,1,8,2,a,4800,0,750,0
909,1,8,2,a,4800,0,1500,0
910,1,8,2,a,4800,0,2250,0
911,1,8,2,a,6400,0,0,0
912,1,8,2,a,6400,0,750,0
913,1,8,2,a,6400,0,1500,0
914,1,8,2,a,6400,0,2250,0
915,1,8,2,a,8000,0,0,0
916,1,8,2,a,8000,0,750,0
917,1,8,2,a,8000,0,1500,0
918,1,8,2,a,8000,0,2250,0
919,1,8,2,a,9600,0,0,0
920,1,8,2,a,9600,0,750,0
921,1,8,2,a,9600,0,1500,0
922,1,8,2,a,9600,0,2250,0
923,1,8,2,a,11200,0,0,0
924,1,8,2,a,11200,0,750,0
925,1,8,2,a,11200,0,1500,0
926,1,8,2,a,11200,0,2250,0
927,1,8,1,a,0,1200,0,0
928,1,8,1,a,0,1200,750,0
929,1,8,1,a,0,1200,1500,0
930,1,8,1,a,0,1200,2250,0
931,1,8,1,a,1600,1200,0,0
932,1,8,1,a,1600,1200,750,0
933,1,8,1,a,1600,1200,1500,0
934,1,8,1,a,1600,1200,2250,0
935,1,8,1,a,3200,1200,0,0
936,1,8,1,a,3200,1200,750,0
937,1,8,1,a,3200,1200,1500,0
938,1,8,1,a,3200,1200,2250,0
939,1,8,4,b,4800,1200,0,0
940,1,8,4,b,4800,1200,1000,0
941,1,8,4,b,4800,1200,2000,0
942,1,8,4,b,6000,1200,0,0
943,1,8,4,b,6000,1200,1000,0
944,1,8,4,b,6000,1200,2000,0
945,1,8,4,b,7200,1200,0,0
946,1,8,4,b,7200,1200,1000,0
947,1,8,4,b,7200,1200,2000,0
948,1,8,4,b,8400,1200,0,0
949,1,8,4,b,8400,1200,1000,0
950,1,8,4,b,8400,1200,2000,0
951,1,8,4,b,9600,1200,0,0
952,1,8,4,b,9600,1200,1000,0
953,1,8,4,b,9600,1200,2000,0
954,1,8,4,b,10800,1200,0,0
955,1,8,4,b,10800,1200,1000,0
956,1,8,4,b,10800,1200,2000,0
957,1,8,4,b,12000,1200,0,0
958,1,8,4,b,12000,1200,1000,0
959,1,8,4,b,12000,1200,2000,0
