,id,Products,vA,vB,LargoBox
0,3,5,0,13,1000
1,7,4,0,13,1000
2,9,4,0,13,1000
3,10,10,0,13,1000
4,11,6,0,13,1000
5,12,4,0,13,1000
6,13,6,0,13,1000
