,id,Products,vA,vB,LargoBox
0,1,4,1,12,1600
1,2,6,1,12,1000
2,3,3,1,12,1000
3,5,1,1,12,1000
4,6,6,1,12,1000
5,8,7,1,12,1000
6,10,3,1,12,1000
7,11,7,1,12,1000
8,12,2,1,12,1000
9,13,1,1,12,1000
