,id,Products,vA,vB,LargoBox
0,1,4,1,12,1600
1,2,5,1,12,1000
2,3,3,1,12,1000
3,5,7,1,12,1000
4,6,7,1,12,1000
5,7,5,1,12,1000
6,9,9,1,12,1000
