,id,Products,vA,vB,LargoBox
0,1,4,1,12,1600
1,7,3,1,12,1000
2,8,8,1,12,1000
3,9,8,1,12,1000
4,10,6,1,12,1000
5,11,1,1,12,1000
6,12,3,1,12,1000
7,13,7,1,12,1000
