,id,Products,vA,vB,LargoBox
0,1,4,1,12,1600
1,2,6,1,12,1000
2,3,6,1,12,1000
3,4,9,1,12,1000
4,5,6,1,12,1000
5,7,3,1,12,1000
6,10,3,1,12,1000
7,12,3,1,12,1000
