,id,Products,vA,vB,LargoBox
0,1,4,1,12,1600
1,4,8,1,12,1000
2,5,9,1,12,1000
3,7,5,1,12,1000
4,10,2,1,12,1000
5,12,2,1,12,1000
6,13,10,1,12,1000
