,t,c,producto,CantidadPedir
1351,11,3,13,0
1352,11,4,1,0
1353,11,4,2,0
1354,11,4,3,0
1355,11,4,4,0
1356,11,4,5,0
1357,11,4,6,0
1358,11,4,7,0
1359,11,4,8,0
1360,11,4,9,0
1361,11,4,10,0
1362,11,4,11,0
1363,11,4,12,0
1364,11,4,13,0
1365,11,5,1,4
1366,11,5,2,10
1367,11,5,3,7
1368,11,5,4,0
1369,11,5,5,0
1370,11,5,6,0
1371,11,5,7,5
1372,11,5,8,0
1373,11,5,9,5
1374,11,5,10,9
1375,11,5,11,0
1376,11,5,12,0
1377,11,5,13,0
1378,11,6,1,0
1379,11,6,2,0
1380,11,6,3,0
1381,11,6,4,0
1382,11,6,5,0
1383,11,6,6,0
1384,11,6,7,0
1385,11,6,8,0
1386,11,6,9,0
1387,11,6,10,0
1388,11,6,11,0
1389,11,6,12,0
1390,11,6,13,0
1391,11,7,1,0
1392,11,7,2,0
1393,11,7,3,0
1394,11,7,4,0
1395,11,7,5,0
1396,11,7,6,0
1397,11,7,7,0
1398,11,7,8,0
1399,11,7,9,0
1400,11,7,10,0
1401,11,7,11,0
1402,11,7,12,0
1403,11,7,13,0
1404,11,8,1,0
1405,11,8,2,0
1406,11,8,3,0
1407,11,8,4,0
1408,11,8,5,0
1409,11,8,6,0
1410,11,8,7,0
1411,11,8,8,0
1412,11,8,9,0
1413,11,8,10,0
1414,11,8,11,0
1415,11,8,12,0
1416,11,8,13,0
1417,11,9,1,0
1418,11,9,2,0
1419,11,9,3,0
1420,11,9,4,0
1421,11,9,5,13
1422,11,9,6,2
1423,11,9,7,0
1424,11,9,8,0
1425,11,9,9,3
1426,11,9,10,7
1427,11,9,11,0
1428,11,9,12,0
1429,11,9,13,14
1430,12,0,1,4
1431,12,0,2,2
1432,12,0,3,8
1433,12,0,4,10
1434,12,0,5,0
1435,12,0,6,7
1436,12,0,7,0
1437,12,0,8,0
1438,12,0,9,8
1439,12,0,10,0
1440,12,0,11,0
1441,12,0,12,1
1442,12,0,13,0
1443,12,1,1,0
1444,12,1,2,0
1445,12,1,3,0
1446,12,1,4,0
1447,12,1,5,0
1448,12,1,6,0
1449,12,1,7,0
1450,12,1,8,0
1451,12,1,9,0
1452,12,1,10,0
1453,12,1,11,0
1454,12,1,12,0
1455,12,1,13,0
1456,12,2,1,0
1457,12,2,2,5
1458,12,2,3,0
1459,12,2,4,0
1460,12,2,5,0
1461,12,2,6,0
1462,12,2,7,7
1463,12,2,8,6
1464,12,2,9,0
1465,12,2,10,0
1466,12,2,11,7
1467,12,2,12,14
1468,12,2,13,0
1469,12,3,1,0
1470,12,3,2,0
1471,12,3,3,0
1472,12,3,4,0
1473,12,3,5,0
1474,12,3,6,0
1475,12,3,7,0
1476,12,3,8,0
1477,12,3,9,0
1478,12,3,10,0
1479,12,3,11,0
1480,12,3,12,0
1481,12,3,13,0
1482,12,4,1,0
1483,12,4,2,0
1484,12,4,3,0
1485,12,4,4,0
1486,12,4,5,0
1487,12,4,6,0
1488,12,4,7,0
1489,12,4,8,0
1490,12,4,9,0
1491,12,4,10,0
1492,12,4,11,0
1493,12,4,12,0
1494,12,4,13,0
1495,12,5,1,0
1496,12,5,2,0
1497,12,5,3,0
1498,12,5,4,0
1499,12,5,5,0
1500,12,5,6,0
1501,12,5,7,0
1502,12,5,8,0
1503,12,5,9,0
1504,12,5,10,0
1505,12,5,11,0
1506,12,5,12,0
1507,12,5,13,0
1508,12,6,1,0
1509,12,6,2,0
1510,12,6,3,0
1511,12,6,4,0
1512,12,6,5,0
1513,12,6,6,0
1514,12,6,7,0
1515,12,6,8,0
1516,12,6,9,0
1517,12,6,10,0
1518,12,6,11,0
1519,12,6,12,0
1520,12,6,13,0
1521,12,7,1,0
1522,12,7,2,0
1523,12,7,3,0
1524,12,7,4,0
1525,12,7,5,0
1526,12,7,6,0
1527,12,7,7,0
1528,12,7,8,0
1529,12,7,9,0
1530,12,7,10,0
1531,12,7,11,0
1532,12,7,12,0
1533,12,7,13,0
1534,12,8,1,0
1535,12,8,2,0
1536,12,8,3,0
1537,12,8,4,0
1538,12,8,5,0
1539,12,8,6,0
1540,12,8,7,0
1541,12,8,8,0
1542,12,8,9,0
1543,12,8,10,0
1544,12,8,11,0
1545,12,8,12,0
1546,12,8,13,0
1547,12,9,1,0
1548,12,9,2,0
1549,12,9,3,0
1550,12,9,4,0
1551,12,9,5,0
1552,12,9,6,0
1553,12,9,7,0
1554,12,9,8,0
1555,12,9,9,0
1556,12,9,10,0
1557,12,9,11,0
1558,12,9,12,0
1559,12,9,13,0
1560,13,0,1,0
1561,13,0,2,0
1562,13,0,3,0
1563,13,0,4,0
1564,13,0,5,0
1565,13,0,6,0
1566,13,0,7,0
1567,13,0,8,0
1568,13,0,9,0
1569,13,0,10,0
1570,13,0,11,0
1571,13,0,12,0
1572,13,0,13,0
1573,13,1,1,0
1574,13,1,2,0
1575,13,1,3,0
1576,13,1,4,0
1577,13,1,5,0
1578,13,1,6,0
1579,13,1,7,0
1580,13,1,8,0
1581,13,1,9,0
1582,13,1,10,0
1583,13,1,11,0
1584,13,1,12,0
1585,13,1,13,0
1586,13,2,1,0
1587,13,2,2,0
1588,13,2,3,0
1589,13,2,4,0
1590,13,2,5,0
1591,13,2,6,0
1592,13,2,7,0
1593,13,2,8,0
1594,13,2,9,0
1595,13,2,10,0
1596,13,2,11,0
1597,13,2,12,0
1598,13,2,13,0
1599,13,3,1,4
1600,13,3,2,0
1601,13,3,3,0
1602,13,3,4,0
1603,13,3,5,0
1604,13,3,6,0
1605,13,3,7,0
1606,13,3,8,7
1607,13,3,9,0
1608,13,3,10,0
1609,13,3,11,23
1610,13,3,12,6
1611,13,3,13,0
1612,13,4,1,0
1613,13,4,2,0
1614,13,4,3,0
1615,13,4,4,0
1616,13,4,5,0
1617,13,4,6,0
1618,13,4,7,0
1619,13,4,8,0
1620,13,4,9,0
1621,13,4,10,0
1622,13,4,11,0
1623,13,4,12,0
1624,13,4,13,0
1625,13,5,1,4
1626,13,5,2,0
1627,13,5,3,0
1628,13,5,4,8
1629,13,5,5,9
1630,13,5,6,0
1631,13,5,7,5
1632,13,5,8,0
1633,13,5,9,0
1634,13,5,10,2
1635,13,5,11,0
1636,13,5,12,2
1637,13,5,13,10
1638,13,6,1,0
1639,13,6,2,0
1640,13,6,3,0
1641,13,6,4,0
1642,13,6,5,0
1643,13,6,6,0
1644,13,6,7,0
1645,13,6,8,0
1646,13,6,9,0
1647,13,6,10,0
1648,13,6,11,0
1649,13,6,12,0
1650,13,6,13,0
1651,13,7,1,0
1652,13,7,2,0
1653,13,7,3,0
1654,13,7,4,0
1655,13,7,5,0
1656,13,7,6,0
1657,13,7,7,0
1658,13,7,8,0
1659,13,7,9,0
1660,13,7,10,0
1661,13,7,11,0
1662,13,7,12,0
1663,13,7,13,0
1664,13,8,1,0
1665,13,8,2,0
1666,13,8,3,0
1667,13,8,4,0
1668,13,8,5,0
1669,13,8,6,0
1670,13,8,7,0
1671,13,8,8,0
1672,13,8,9,0
1673,13,8,10,0
1674,13,8,11,0
1675,13,8,12,0
1676,13,8,13,0
1677,13,9,1,0
1678,13,9,2,8
1679,13,9,3,8
1680,13,9,4,0
1681,13,9,5,0
1682,13,9,6,9
1683,13,9,7,1
1684,13,9,8,0
1685,13,9,9,6
1686,13,9,10,7
1687,13,9,11,0
1688,13,9,12,0
1689,13,9,13,0
1690,14,0,1,0
1691,14,0,2,0
1692,14,0,3,0
1693,14,0,4,0
1694,14,0,5,0
1695,14,0,6,0
1696,14,0,7,0
1697,14,0,8,0
1698,14,0,9,0
1699,14,0,10,0
1700,14,0,11,0
1701,14,0,12,0
1702,14,0,13,0
1703,14,1,1,0
1704,14,1,2,0
1705,14,1,3,0
1706,14,1,4,0
1707,14,1,5,0
1708,14,1,6,0
1709,14,1,7,0
1710,14,1,8,0
1711,14,1,9,0
1712,14,1,10,0
1713,14,1,11,0
1714,14,1,12,0
1715,14,1,13,0
1716,14,2,1,0
1717,14,2,2,0
1718,14,2,3,0
1719,14,2,4,0
1720,14,2,5,0
1721,14,2,6,0
1722,14,2,7,0
1723,14,2,8,0
1724,14,2,9,0
1725,14,2,10,0
1726,14,2,11,0
1727,14,2,12,0
1728,14,2,13,0
1729,14,3,1,0
1730,14,3,2,0
1731,14,3,3,0
1732,14,3,4,0
1733,14,3,5,0
1734,14,3,6,0
1735,14,3,7,0
1736,14,3,8,0
1737,14,3,9,0
1738,14,3,10,0
1739,14,3,11,0
1740,14,3,12,0
1741,14,3,13,0
1742,14,4,1,0
1743,14,4,2,0
1744,14,4,3,0
1745,14,4,4,0
1746,14,4,5,0
1747,14,4,6,0
1748,14,4,7,0
1749,14,4,8,0
1750,14,4,9,0
1751,14,4,10,0
1752,14,4,11,0
1753,14,4,12,0
1754,14,4,13,0
1755,14,5,1,0
1756,14,5,2,0
1757,14,5,3,0
1758,14,5,4,0
1759,14,5,5,0
1760,14,5,6,0
1761,14,5,7,0
1762,14,5,8,0
1763,14,5,9,0
1764,14,5,10,0
1765,14,5,11,0
1766,14,5,12,0
1767,14,5,13,0
1768,14,6,1,4
1769,14,6,2,3
1770,14,6,3,0
1771,14,6,4,8
1772,14,6,5,0
1773,14,6,6,7
1774,14,6,7,0
1775,14,6,8,6
1776,14,6,9,0
1777,14,6,10,7
1778,14,6,11,0
1779,14,6,12,0
1780,14,6,13,5
1781,14,7,1,0
1782,14,7,2,0
1783,14,7,3,0
1784,14,7,4,0
1785,14,7,5,0
1786,14,7,6,0
1787,14,7,7,0
1788,14,7,8,0
1789,14,7,9,0
1790,14,7,10,0
1791,14,7,11,0
1792,14,7,12,0
1793,14,7,13,0
1794,14,8,1,0
1795,14,8,2,0
1796,14,8,3,0
1797,14,8,4,0
1798,14,8,5,0
1799,14,8,6,0
1800,14,8,7,0
1801,14,8,8,0
1802,14,8,9,0
1803,14,8,10,0
1804,14,8,11,0
1805,14,8,12,0
1806,14,8,13,0
1807,14,9,1,4
1808,14,9,2,5
1809,14,9,3,3
1810,14,9,4,0
1811,14,9,5,7
1812,14,9,6,7
1813,14,9,7,5
1814,14,9,8,0
1815,14,9,9,9
1816,14,9,10,0
1817,14,9,11,0
1818,14,9,12,0
1819,14,9,13,0
1820,15,0,1,0
1821,15,0,2,0
1822,15,0,3,0
1823,15,0,4,0
1824,15,0,5,0
1825,15,0,6,0
1826,15,0,7,0
1827,15,0,8,0
1828,15,0,9,0
1829,15,0,10,0
1830,15,0,11,0
1831,15,0,12,0
1832,15,0,13,0
1833,15,1,1,0
1834,15,1,2,0
1835,15,1,3,0
1836,15,1,4,0
1837,15,1,5,0
1838,15,1,6,0
1839,15,1,7,0
1840,15,1,8,0
1841,15,1,9,0
1842,15,1,10,0
1843,15,1,11,0
1844,15,1,12,0
1845,15,1,13,0
1846,15,2,1,0
1847,15,2,2,0
1848,15,2,3,0
1849,15,2,4,0
1850,15,2,5,0
1851,15,2,6,0
1852,15,2,7,0
1853,15,2,8,0
1854,15,2,9,0
1855,15,2,10,0
1856,15,2,11,0
1857,15,2,12,0
1858,15,2,13,0
1859,15,3,1,0
1860,15,3,2,0
1861,15,3,3,0
1862,15,3,4,0
1863,15,3,5,0
1864,15,3,6,0
1865,15,3,7,0
1866,15,3,8,0
1867,15,3,9,0
1868,15,3,10,0
1869,15,3,11,0
1870,15,3,12,0
1871,15,3,13,0
1872,15,4,1,4
1873,15,4,2,0
1874,15,4,3,0
1875,15,4,4,0
1876,15,4,5,0
1877,15,4,6,0
1878,15,4,7,3
1879,15,4,8,8
1880,15,4,9,8
1881,15,4,10,6
1882,15,4,11,1
1883,15,4,12,3
1884,15,4,13,7
1885,15,5,1,4
1886,15,5,2,6
1887,15,5,3,6
1888,15,5,4,9
1889,15,5,5,6
1890,15,5,6,0
1891,15,5,7,3
1892,15,5,8,0
1893,15,5,9,0
1894,15,5,10,3
1895,15,5,11,0
1896,15,5,12,3
1897,15,5,13,0
1898,15,6,1,0
1899,15,6,2,0
1900,15,6,3,0
1901,15,6,4,0
1902,15,6,5,0
1903,15,6,6,0
1904,15,6,7,0
1905,15,6,8,0
1906,15,6,9,0
1907,15,6,10,0
1908,15,6,11,0
1909,15,6,12,0
1910,15,6,13,0
1911,15,7,1,0
1912,15,7,2,0
1913,15,7,3,0
1914,15,7,4,0
1915,15,7,5,0
1916,15,7,6,0
1917,15,7,7,0
1918,15,7,8,0
1919,15,7,9,0
1920,15,7,10,0
1921,15,7,11,0
1922,15,7,12,0
1923,15,7,13,0
1924,15,8,1,0
1925,15,8,2,0
1926,15,8,3,0
1927,15,8,4,0
1928,15,8,5,0
1929,15,8,6,0
1930,15,8,7,0
1931,15,8,8,0
1932,15,8,9,0
1933,15,8,10,0
1934,15,8,11,0
1935,15,8,12,0
1936,15,8,13,0
1937,15,9,1,0
1938,15,9,2,0
1939,15,9,3,0
1940,15,9,4,0
1941,15,9,5,0
1942,15,9,6,0
1943,15,9,7,0
1944,15,9,8,0
1945,15,9,9,0
1946,15,9,10,0
1947,15,9,11,0
1948,15,9,12,0
1949,15,9,13,0
1950,16,0,1,0
1951,16,0,2,0
1952,16,0,3,0
1953,16,0,4,0
1954,16,0,5,0
1955,16,0,6,0
1956,16,0,7,0
1957,16,0,8,0
1958,16,0,9,0
1959,16,0,10,0
1960,16,0,11,0
1961,16,0,12,0
1962,16,0,13,0
1963,16,1,1,0
1964,16,1,2,0
1965,16,1,3,0
1966,16,1,4,0
1967,16,1,5,0
1968,16,1,6,0
1969,16,1,7,0
1970,16,1,8,0
1971,16,1,9,0
1972,16,1,10,0
1973,16,1,11,0
1974,16,1,12,0
1975,16,1,13,0
1976,16,2,1,0
1977,16,2,2,0
1978,16,2,3,0
1979,16,2,4,0
1980,16,2,5,0
1981,16,2,6,0
1982,16,2,7,0
1983,16,2,8,0
1984,16,2,9,0
1985,16,2,10,0
1986,16,2,11,0
1987,16,2,12,0
1988,16,2,13,0
1989,16,3,1,4
1990,16,3,2,0
1991,16,3,3,7
1992,16,3,4,1
1993,16,3,5,11
1994,16,3,6,0
1995,16,3,7,2
1996,16,3,8,0
1997,16,3,9,0
1998,16,3,10,0
1999,16,3,11,0
2000,16,3,12,0
2001,16,3,13,15
2002,16,4,1,0
2003,16,4,2,0
2004,16,4,3,0
2005,16,4,4,0
2006,16,4,5,0
2007,16,4,6,0
2008,16,4,7,0
2009,16,4,8,0
2010,16,4,9,0
2011,16,4,10,0
2012,16,4,11,0
2013,16,4,12,0
2014,16,4,13,0
2015,16,5,1,0
2016,16,5,2,0
2017,16,5,3,0
2018,16,5,4,0
2019,16,5,5,0
2020,16,5,6,0
2021,16,5,7,0
2022,16,5,8,0
2023,16,5,9,0
2024,16,5,10,0
2025,16,5,11,0
2026,16,5,12,0
2027,16,5,13,0
2028,16,6,1,0
2029,16,6,2,0
2030,16,6,3,0
2031,16,6,4,1
2032,16,6,5,0
2033,16,6,6,0
2034,16,6,7,8
2035,16,6,8,0
2036,16,6,9,6
2037,16,6,10,12
2038,16,6,11,7
2039,16,6,12,5
2040,16,6,13,0
2041,16,7,1,4
2042,16,7,2,6
2043,16,7,3,2
2044,16,7,4,7
2045,16,7,5,3
2046,16,7,6,10
2047,16,7,7,0
2048,16,7,8,6
2049,16,7,9,2
2050,16,7,10,0
2051,16,7,11,0
2052,16,7,12,0
2053,16,7,13,0
2054,16,8,1,0
2055,16,8,2,0
2056,16,8,3,0
2057,16,8,4,0
2058,16,8,5,0
2059,16,8,6,0
2060,16,8,7,0
2061,16,8,8,0
2062,16,8,9,0
2063,16,8,10,0
2064,16,8,11,0
2065,16,8,12,0
2066,16,8,13,0
2067,16,9,1,0
2068,16,9,2,0
2069,16,9,3,0
2070,16,9,4,0
2071,16,9,5,0
2072,16,9,6,0
2073,16,9,7,0
2074,16,9,8,0
2075,16,9,9,0
2076,16,9,10,0
2077,16,9,11,0
2078,16,9,12,0
2079,16,9,13,0
2080,17,0,1,0
2081,17,0,2,0
2082,17,0,3,0
2083,17,0,4,0
2084,17,0,5,0
2085,17,0,6,0
2086,17,0,7,0
2087,17,0,8,0
2088,17,0,9,0
2089,17,0,10,0
2090,17,0,11,0
2091,17,0,12,0
2092,17,0,13,0
2093,17,1,1,4
2094,17,1,2,6
2095,17,1,3,3
2096,17,1,4,0
2097,17,1,5,1
2098,17,1,6,6
2099,17,1,7,0
2100,17,1,8,7
2101,17,1,9,0
2102,17,1,10,3
2103,17,1,11,7
2104,17,1,12,2
2105,17,1,13,1
2106,17,2,1,0
2107,17,2,2,0
2108,17,2,3,0
2109,17,2,4,0
2110,17,2,5,0
2111,17,2,6,0
2112,17,2,7,0
2113,17,2,8,0
2114,17,2,9,0
2115,17,2,10,0
2116,17,2,11,0
2117,17,2,12,0
2118,17,2,13,0
2119,17,3,1,0
2120,17,3,2,0
2121,17,3,3,0
2122,17,3,4,0
2123,17,3,5,0
2124,17,3,6,0
2125,17,3,7,0
2126,17,3,8,0
2127,17,3,9,0
2128,17,3,10,0
2129,17,3,11,0
2130,17,3,12,0
2131,17,3,13,0
2132,17,4,1,0
2133,17,4,2,0
2134,17,4,3,0
2135,17,4,4,0
2136,17,4,5,0
2137,17,4,6,0
2138,17,4,7,0
2139,17,4,8,0
2140,17,4,9,0
2141,17,4,10,0
2142,17,4,11,0
2143,17,4,12,0
2144,17,4,13,0
2145,17,5,1,0
2146,17,5,2,0
2147,17,5,3,0
2148,17,5,4,0
2149,17,5,5,0
2150,17,5,6,0
2151,17,5,7,0
2152,17,5,8,0
2153,17,5,9,0
2154,17,5,10,0
2155,17,5,11,0
2156,17,5,12,0
2157,17,5,13,0
2158,17,6,1,4
2159,17,6,2,0
2160,17,6,3,3
2161,17,6,4,8
2162,17,6,5,0
2163,17,6,6,2
2164,17,6,7,6
2165,17,6,8,0
2166,17,6,9,11
2167,17,6,10,0
2168,17,6,11,0
2169,17,6,12,6
2170,17,6,13,0
2171,17,7,1,0
2172,17,7,2,0
2173,17,7,3,0
2174,17,7,4,0
2175,17,7,5,0
2176,17,7,6,0
2177,17,7,7,0
2178,17,7,8,0
2179,17,7,9,0
2180,17,7,10,0
2181,17,7,11,0
2182,17,7,12,0
2183,17,7,13,0
2184,17,8,1,0
2185,17,8,2,0
2186,17,8,3,0
2187,17,8,4,0
2188,17,8,5,0
2189,17,8,6,0
2190,17,8,7,0
2191,17,8,8,0
2192,17,8,9,0
2193,17,8,10,0
2194,17,8,11,0
2195,17,8,12,0
2196,17,8,13,0
2197,17,9,1,0
2198,17,9,2,0
2199,17,9,3,0
2200,17,9,4,0
2201,17,9,5,0
2202,17,9,6,0
2203,17,9,7,0
2204,17,9,8,0
2205,17,9,9,0
2206,17,9,10,0
2207,17,9,11,0
2208,17,9,12,0
2209,17,9,13,0
2210,18,0,1,0
2211,18,0,2,0
2212,18,0,3,0
2213,18,0,4,0
2214,18,0,5,0
2215,18,0,6,0
2216,18,0,7,0
2217,18,0,8,0
2218,18,0,9,0
2219,18,0,10,0
2220,18,0,11,0
2221,18,0,12,0
2222,18,0,13,0
2223,18,1,1,0
2224,18,1,2,0
2225,18,1,3,0
2226,18,1,4,0
2227,18,1,5,0
2228,18,1,6,0
2229,18,1,7,0
2230,18,1,8,0
2231,18,1,9,0
2232,18,1,10,0
2233,18,1,11,0
2234,18,1,12,0
2235,18,1,13,0
2236,18,2,1,0
2237,18,2,2,0
2238,18,2,3,0
2239,18,2,4,0
2240,18,2,5,0
2241,18,2,6,0
2242,18,2,7,0
2243,18,2,8,0
2244,18,2,9,0
2245,18,2,10,0
2246,18,2,11,0
2247,18,2,12,0
2248,18,2,13,0
2249,18,3,1,0
2250,18,3,2,0
2251,18,3,3,0
2252,18,3,4,0
2253,18,3,5,0
2254,18,3,6,0
2255,18,3,7,0
2256,18,3,8,0
2257,18,3,9,0
2258,18,3,10,0
2259,18,3,11,0
2260,18,3,12,0
2261,18,3,13,0
2262,18,4,1,0
2263,18,4,2,0
2264,18,4,3,0
2265,18,4,4,0
2266,18,4,5,0
2267,18,4,6,0
2268,18,4,7,0
2269,18,4,8,0
2270,18,4,9,0
2271,18,4,10,0
2272,18,4,11,0
2273,18,4,12,0
2274,18,4,13,0
2275,18,5,1,4
2276,18,5,2,0
2277,18,5,3,10
2278,18,5,4,0
2279,18,5,5,7
2280,18,5,6,0
2281,18,5,7,3
2282,18,5,8,0
2283,18,5,9,7
2284,18,5,10,9
2285,18,5,11,0
2286,18,5,12,0
2287,18,5,13,0
2288,18,6,1,4
2289,18,6,2,7
2290,18,6,3,0
2291,18,6,4,4
2292,18,6,5,0
2293,18,6,6,0
2294,18,6,7,7
2295,18,6,8,0
2296,18,6,9,0
2297,18,6,10,2
2298,18,6,11,8
2299,18,6,12,7
2300,18,6,13,1
2301,18,7,1,0
2302,18,7,2,0
2303,18,7,3,0
2304,18,7,4,0
2305,18,7,5,0
2306,18,7,6,0
2307,18,7,7,0
2308,18,7,8,0
2309,18,7,9,0
2310,18,7,10,0
2311,18,7,11,0
2312,18,7,12,0
2313,18,7,13,0
2314,18,8,1,4
2315,18,8,2,0
2316,18,8,3,0
2317,18,8,4,5
2318,18,8,5,5
2319,18,8,6,15
2320,18,8,7,0
2321,18,8,8,5
2322,18,8,9,0
2323,18,8,10,0
2324,18,8,11,0
2325,18,8,12,0
2326,18,8,13,6
2327,18,9,1,0
2328,18,9,2,0
2329,18,9,3,0
2330,18,9,4,0
2331,18,9,5,0
2332,18,9,6,0
2333,18,9,7,0
2334,18,9,8,0
2335,18,9,9,0
2336,18,9,10,0
2337,18,9,11,0
2338,18,9,12,0
2339,18,9,13,0
2340,19,0,1,0
2341,19,0,2,0
2342,19,0,3,0
2343,19,0,4,0
2344,19,0,5,0
2345,19,0,6,0
2346,19,0,7,0
2347,19,0,8,0
2348,19,0,9,0
2349,19,0,10,0
2350,19,0,11,0
2351,19,0,12,0
2352,19,0,13,0
2353,19,1,1,0
2354,19,1,2,0
2355,19,1,3,0
2356,19,1,4,0
2357,19,1,5,0
2358,19,1,6,0
2359,19,1,7,6
2360,19,1,8,0
2361,19,1,9,10
2362,19,1,10,6
2363,19,1,11,7
2364,19,1,12,0
2365,19,1,13,10
2366,19,2,1,0
2367,19,2,2,0
2368,19,2,3,0
2369,19,2,4,0
2370,19,2,5,0
2371,19,2,6,0
2372,19,2,7,0
2373,19,2,8,0
2374,19,2,9,0
2375,19,2,10,0
2376,19,2,11,0
2377,19,2,12,0
2378,19,2,13,0
2379,19,3,1,4
2380,19,3,2,6
2381,19,3,3,4
2382,19,3,4,8
2383,19,3,5,2
2384,19,3,6,3
2385,19,3,7,0
2386,19,3,8,6
2387,19,3,9,0
2388,19,3,10,0
2389,19,3,11,0
2390,19,3,12,7
2391,19,3,13,0
2392,19,4,1,0
2393,19,4,2,0
2394,19,4,3,0
2395,19,4,4,0
2396,19,4,5,0
2397,19,4,6,0
2398,19,4,7,0
2399,19,4,8,0
2400,19,4,9,0
2401,19,4,10,0
2402,19,4,11,0
2403,19,4,12,0
2404,19,4,13,0
2405,19,5,1,0
2406,19,5,2,0
2407,19,5,3,0
2408,19,5,4,0
2409,19,5,5,0
2410,19,5,6,0
2411,19,5,7,0
2412,19,5,8,0
2413,19,5,9,0
2414,19,5,10,0
2415,19,5,11,0
2416,19,5,12,0
2417,19,5,13,0
2418,19,6,1,0
2419,19,6,2,0
2420,19,6,3,0
2421,19,6,4,0
2422,19,6,5,0
2423,19,6,6,0
2424,19,6,7,0
2425,19,6,8,0
2426,19,6,9,0
2427,19,6,10,0
2428,19,6,11,0
2429,19,6,12,0
2430,19,6,13,0
2431,19,7,1,0
2432,19,7,2,0
2433,19,7,3,0
2434,19,7,4,0
2435,19,7,5,0
2436,19,7,6,0
2437,19,7,7,0
2438,19,7,8,0
2439,19,7,9,0
2440,19,7,10,0
2441,19,7,11,0
2442,19,7,12,0
2443,19,7,13,0
2444,19,8,1,0
2445,19,8,2,0
2446,19,8,3,0
2447,19,8,4,0
2448,19,8,5,0
2449,19,8,6,0
2450,19,8,7,0
2451,19,8,8,0
2452,19,8,9,0
2453,19,8,10,0
2454,19,8,11,0
2455,19,8,12,0
2456,19,8,13,0
2457,19,9,1,0
2458,19,9,2,0
2459,19,9,3,0
2460,19,9,4,0
2461,19,9,5,0
2462,19,9,6,0
2463,19,9,7,0
2464,19,9,8,0
2465,19,9,9,0
2466,19,9,10,0
2467,19,9,11,0
2468,19,9,12,0
2469,19,9,13,0
