,id,Products,vA,vB,LargoBox
0,1,4,1,12,1600
1,2,6,1,12,1000
2,3,4,1,12,1000
3,4,8,1,12,1000
4,5,2,1,12,1000
5,6,3,1,12,1000
6,8,6,1,12,1000
7,12,7,1,12,1000
