,id,Products,vA,vB,LargoBox
0,5,6,0,13,1000
1,6,8,0,13,1000
2,7,5,0,13,1000
3,9,7,0,13,1000
4,10,7,0,13,1000
5,11,5,0,13,1000
6,12,1,0,13,1000
