,id,Products,vA,vB,LargoBox
0,1,4,1,12,1600
1,3,6,1,12,1000
2,4,1,1,12,1000
3,7,5,1,12,1000
4,8,7,1,12,1000
5,9,9,1,12,1000
6,11,4,1,12,1000
7,12,3,1,12,1000
8,13,1,1,12,1000
