,id,Products,vA,vB,LargoBox
0,1,4,1,12,1600
1,2,9,1,12,1000
2,3,3,1,12,1000
3,7,6,1,12,1000
4,9,7,1,12,1000
5,11,3,1,12,1000
6,13,8,1,12,1000
