,id,Products,vA,vB,LargoBox
0,1,12,3,8,1600
1,2,10,3,8,1000
2,4,1,3,8,1000
3,5,2,3,8,1000
4,7,5,3,8,1000
5,8,3,3,8,1000
6,9,3,3,8,1000
