,id,Products,vA,vB,LargoBox
0,2,8,0,13,1000
1,4,2,0,13,1000
2,7,2,0,13,1000
3,8,7,0,13,1000
4,9,7,0,13,1000
5,12,10,0,13,1000
6,13,3,0,13,1000
