,id,Products,vA,vB,LargoBox
0,1,4,1,12,1600
1,3,3,1,12,1000
2,4,8,1,12,1000
3,6,2,1,12,1000
4,7,6,1,12,1000
5,9,11,1,12,1000
6,12,6,1,12,1000
