,id,Products,vA,vB,LargoBox
0,3,1,0,13,1000
1,5,6,0,13,1000
2,6,4,0,13,1000
3,7,10,0,13,1000
4,8,8,0,13,1000
5,11,8,0,13,1000
6,13,2,0,13,1000
