,id,Products,vA,vB,LargoBox
0,1,4,1,12,1600
1,2,2,1,12,1000
2,3,8,1,12,1000
3,4,10,1,12,1000
4,6,7,1,12,1000
5,9,8,1,12,1000
6,12,1,1,12,1000
