,k,t,i,b,x,y,z,r,Volume
65,0,1,5,b,12600,1200,0,0,1200000000
66,0,1,5,b,12600,1200,1000,0,1200000000
67,0,1,5,b,12600,1200,2000,0,1200000000
68,1,1,3,a,0,0,0,0,1440000000
69,1,1,8,a,0,0,750,0,1440000000
70,1,1,3,a,0,0,1500,0,1440000000
71,1,1,8,a,0,0,2250,0,1440000000
72,1,1,2,c,1600,0,0,1,1440000000
73,1,1,4,c,1600,0,1000,1,1440000000
74,1,1,13,c,1600,0,2000,1,1440000000
75,1,1,1,a,3400,0,0,0,1440000000
76,1,1,3,a,3400,0,750,0,1440000000
77,1,1,3,a,3400,0,1500,0,1440000000
78,1,1,1,a,3400,0,2250,0,1440000000
79,1,1,4,c,1600,800,0,1,1440000000
80,1,1,2,c,1600,800,1000,1,1440000000
81,1,1,4,c,1600,800,2000,1,1440000000
82,1,1,4,c,5000,0,0,1,1440000000
83,1,1,2,c,5000,0,1000,1,1440000000
84,1,1,13,c,5000,0,2000,1,1440000000
85,1,1,3,a,0,1200,0,0,1440000000
86,1,1,3,a,0,1200,750,0,1440000000
87,1,1,1,a,0,1200,1500,0,1440000000
88,1,1,3,a,0,1200,2250,0,1440000000
89,1,1,5,b,6800,0,0,1,1200000000
90,1,1,5,b,6800,0,1000,1,1200000000
91,1,1,5,b,6800,0,2000,1,1200000000
92,1,1,4,c,5000,800,0,1,1440000000
93,1,1,4,c,5000,800,1000,1,1440000000
94,1,1,2,c,5000,800,2000,1,1440000000
95,1,1,4,c,8000,0,0,1,1440000000
96,1,1,13,c,8000,0,1000,1,1440000000
97,1,1,4,c,8000,0,2000,1,1440000000
98,1,1,2,c,9800,0,0,1,1440000000
99,1,1,4,c,9800,0,1000,1,1440000000
100,1,1,4,c,9800,0,2000,1,1440000000
101,1,1,3,a,3400,1200,0,0,1440000000
102,1,1,1,a,3400,1200,750,0,1440000000
103,1,1,3,a,3400,1200,1500,0,1440000000
104,1,1,3,a,3400,1200,2250,0,1440000000
105,1,1,2,c,1600,1600,0,1,1440000000
106,1,1,13,c,1600,1600,1000,1,1440000000
107,1,1,4,c,1600,1600,2000,1,1440000000
108,1,1,6,d,11600,0,0,1,1400000000
109,1,1,6,d,11600,0,1000,1,1400000000
110,1,1,15,d,11600,0,2000,1,1400000000
111,1,1,6,d,12600,0,0,1,1400000000
112,1,1,15,d,12600,0,1000,1,1400000000
113,1,1,6,d,12600,0,2000,1,1400000000
114,1,1,4,c,8000,800,0,1,1440000000
115,1,1,2,c,8000,800,1000,1,1440000000
116,1,1,4,c,8000,800,2000,1,1440000000
117,1,1,13,c,9800,800,0,1,1440000000
118,1,1,4,c,9800,800,1000,1,1440000000
119,1,1,2,c,9800,800,2000,1,1440000000
120,1,1,6,d,6800,1000,0,1,1400000000
121,1,1,15,d,6800,1000,1000,1,1400000000
122,1,1,6,d,6800,1000,2000,1,1400000000
123,1,1,4,c,5000,1600,0,1,1440000000
124,1,1,2,c,5000,1600,1000,1,1440000000
125,1,1,13,c,5000,1600,2000,1,1440000000
126,1,1,6,d,11600,1400,0,0,1400000000
127,1,1,15,d,11600,1400,1000,0,1400000000
128,1,1,6,d,11600,1400,2000,0,1400000000
129,1,1,2,c,7800,1600,0,1,1440000000
130,1,1,13,c,7800,1600,1000,1,1440000000
131,1,1,2,c,7800,1600,2000,1,1440000000
132,1,1,2,c,9600,1600,0,1,1440000000
133,1,1,13,c,9600,1600,1000,1,1440000000
134,1,1,2,c,9600,1600,2000,1,1440000000
135,2,1,1,a,0,0,0,1,1440000000
136,2,1,3,a,0,0,750,1,1440000000
137,2,1,3,a,0,0,1500,1,1440000000
138,2,1,1,a,0,0,2250,1,1440000000
139,2,1,6,d,1200,0,0,1,1400000000
140,2,1,15,d,1200,0,1000,1,1400000000
141,2,1,6,d,1200,0,2000,1,1400000000
142,2,1,3,a,2200,0,0,1,1440000000
143,2,1,3,a,2200,0,750,1,1440000000
144,2,1,1,a,2200,0,1500,1,1440000000
145,2,1,3,a,2200,0,2250,1,1440000000
146,2,1,6,d,3400,0,0,1,1400000000
147,2,1,15,d,3400,0,1000,1,1400000000
148,2,1,15,d,3400,0,2000,1,1400000000
149,2,1,3,a,4400,0,0,1,1440000000
150,2,1,1,a,4400,0,750,1,1440000000
151,2,1,3,a,4400,0,1500,1,1440000000
152,2,1,3,a,4400,0,2250,1,1440000000
153,2,1,15,d,5600,0,0,1,1400000000
154,2,1,15,d,5600,0,1000,1,1400000000
155,2,1,15,d,5600,0,2000,1,1400000000
156,2,1,13,c,0,1600,0,1,1440000000
157,2,1,2,c,0,1600,1000,1,1440000000
158,2,1,2,c,0,1600,2000,1,1440000000
159,2,1,15,d,5600,1400,0,0,1400000000
160,2,1,15,d,5600,1400,1000,0,1400000000
161,2,1,15,d,5600,1400,2000,0,1400000000
162,2,1,15,d,6600,0,0,1,1400000000
163,2,1,15,d,6600,0,1000,1,1400000000
164,2,1,15,d,6600,0,2000,1,1400000000
165,2,1,1,a,7600,0,0,1,1440000000
166,2,1,3,a,7600,0,750,1,1440000000
167,2,1,3,a,7600,0,1500,1,1440000000
168,2,1,1,a,7600,0,2250,1,1440000000
169,2,1,3,a,8800,0,0,1,1440000000
170,2,1,3,a,8800,0,750,1,1440000000
171,2,1,1,a,8800,0,1500,1,1440000000
172,2,1,1,a,8800,0,2250,1,1440000000
173,2,1,13,c,7000,1600,0,1,1440000000
174,2,1,2,c,7000,1600,1000,1,1440000000
175,2,1,13,c,7000,1600,2000,1,1440000000
176,2,1,2,c,8800,1600,0,1,1440000000
177,2,1,2,c,8800,1600,1000,1,1440000000
178,2,1,13,c,8800,1600,2000,1,1440000000
179,2,1,15,d,10000,0,0,1,1400000000
180,2,1,15,d,10000,0,1000,1,1400000000
181,2,1,15,d,10000,0,2000,1,1400000000
182,2,1,15,d,10600,1400,0,0,1400000000
183,2,1,15,d,10600,1400,1000,0,1400000000
184,2,1,15,d,10600,1400,2000,0,1400000000
185,2,1,5,b,11000,0,0,0,1200000000
186,2,1,5,b,11000,0,1000,0,1200000000
187,2,1,5,b,11000,0,2000,0,1200000000
188,2,1,15,d,12000,0,0,0,1400000000
189,2,1,15,d,12000,0,1000,0,1400000000
190,2,1,15,d,12000,0,2000,0,1400000000
191,2,1,2,c,1800,1600,0,1,1440000000
192,2,1,13,c,1800,1600,1000,1,1440000000
193,2,1,2,c,1800,1600,2000,1,1440000000
194,2,1,2,c,3600,1600,0,1,1440000000
195,2,1,13,c,3600,1600,1000,1,1440000000
196,2,1,2,c,3600,1600,2000,1,1440000000
197,2,1,1,a,12000,1000,0,0,1440000000
198,2,1,1,a,12000,1000,750,0,1440000000
199,2,1,1,a,12000,1000,1500,0,1440000000
200,2,1,3,a,12000,1000,2250,0,1440000000
201,0,2,7,d,0,0,0,1,1400000000
202,0,2,6,d,0,0,1000,1,1400000000
203,0,2,14,d,0,0,2000,1,1400000000
204,0,2,8,a,1000,0,0,1,1440000000
205,0,2,3,a,1000,0,750,1,1440000000
206,0,2,10,a,1000,0,1500,1,1440000000
207,0,2,8,a,1000,0,2250,1,1440000000
208,0,2,3,a,2200,0,0,1,1440000000
209,0,2,1,a,2200,0,750,1,1440000000
210,0,2,10,a,2200,0,1500,1,1440000000
211,0,2,8,a,2200,0,2250,1,1440000000
212,0,2,12,c,0,1600,0,1,1440000000
213,0,2,2,c,0,1600,1000,1,1440000000
214,0,2,9,c,0,1600,2000,1,1440000000
215,0,2,4,c,1800,1600,0,1,1440000000
216,0,2,13,c,1800,1600,1000,1,1440000000
217,0,2,12,c,1800,1600,2000,1,1440000000
218,0,2,11,d,3400,0,0,1,1400000000
219,0,2,6,d,3400,0,1000,1,1400000000
220,0,2,7,d,3400,0,2000,1,1400000000
221,0,2,3,a,4400,0,0,1,1440000000
222,0,2,8,a,4400,0,750,1,1440000000
223,0,2,3,a,4400,0,1500,1,1440000000
224,0,2,1,a,4400,0,2250,1,1440000000
225,0,2,15,d,5600,0,0,1,1400000000
226,0,2,11,d,5600,0,1000,1,1400000000
227,0,2,6,d,5600,0,2000,1,1400000000
228,0,2,7,d,5600,1400,0,0,1400000000
229,0,2,6,d,5600,1400,1000,0,1400000000
230,0,2,15,d,5600,1400,2000,0,1400000000
231,0,2,9,c,3600,1600,0,1,1440000000
232,0,2,4,c,3600,1600,1000,1,1440000000
233,0,2,2,c,3600,1600,2000,1,1440000000
234,0,2,7,d,6600,0,0,1,1400000000
235,0,2,6,d,6600,0,1000,1,1400000000
236,0,2,6,d,6600,0,2000,1,1400000000
237,0,2,8,a,7600,0,0,1,1440000000
238,0,2,3,a,7600,0,750,1,1440000000
239,0,2,8,a,7600,0,1500,1,1440000000
240,0,2,3,a,7600,0,2250,1,1440000000
241,0,2,15,d,8800,0,0,1,1400000000
242,0,2,7,d,8800,0,1000,1,1400000000
243,0,2,6,d,8800,0,2000,1,1400000000
244,0,2,7,d,8800,1400,0,0,1400000000
245,0,2,15,d,8800,1400,1000,0,1400000000
246,0,2,6,d,8800,1400,2000,0,1400000000
247,0,2,4,c,7000,1600,0,1,1440000000
248,0,2,4,c,7000,1600,1000,1,1440000000
249,0,2,13,c,7000,1600,2000,1,1440000000
250,0,2,5,b,9800,0,0,0,1200000000
251,0,2,5,b,9800,0,1000,0,1200000000
252,0,2,5,b,9800,0,2000,0,1200000000
253,0,2,1,a,10200,1200,0,0,1440000000
254,0,2,8,a,10200,1200,750,0,1440000000
255,0,2,3,a,10200,1200,1500,0,1440000000
256,0,2,8,a,10200,1200,2250,0,1440000000
257,0,2,2,c,11800,0,0,1,1440000000
258,0,2,4,c,11800,0,1000,1,1440000000
259,0,2,4,c,11800,0,2000,1,1440000000
260,0,2,2,c,11800,800,0,1,1440000000
261,0,2,4,c,11800,800,1000,1,1440000000
262,0,2,13,c,11800,800,2000,1,1440000000
263,0,2,4,c,11800,1600,0,1,1440000000
264,0,2,2,c,11800,1600,1000,1,1440000000
265,0,2,4,c,11800,1600,2000,1,1440000000
266,0,2,5,b,10800,0,0,0,1200000000
267,0,2,5,b,10800,0,1000,0,1200000000
268,0,2,5,b,10800,0,2000,0,1200000000
269,1,2,3,a,0,0,0,1,1440000000
270,1,2,1,a,0,0,750,1,1440000000
271,1,2,8,a,0,0,1500,1,1440000000
272,1,2,3,a,0,0,2250,1,1440000000
273,1,2,8,a,1200,0,0,1,1440000000
274,1,2,3,a,1200,0,750,1,1440000000
275,1,2,1,a,1200,0,1500,1,1440000000
276,1,2,3,a,1200,0,2250,1,1440000000
277,1,2,3,a,2400,0,0,1,1440000000
278,1,2,1,a,2400,0,750,1,1440000000
279,1,2,3,a,2400,0,1500,1,1440000000
280,1,2,3,a,2400,0,2250,1,1440000000
281,1,2,1,a,3600,0,0,1,1440000000
282,1,2,3,a,3600,0,750,1,1440000000
283,1,2,3,a,3600,0,1500,1,1440000000
284,1,2,1,a,3600,0,2250,1,1440000000
285,1,2,3,a,4800,0,0,1,1440000000
286,1,2,3,a,4800,0,750,1,1440000000
287,1,2,1,a,4800,0,1500,1,1440000000
288,1,2,3,a,4800,0,2250,1,1440000000
289,1,2,4,c,0,1600,0,1,1440000000
290,1,2,13,c,0,1600,1000,1,1440000000
291,1,2,2,c,0,1600,2000,1,1440000000
292,1,2,3,a,6000,0,0,1,1440000000
293,1,2,1,a,6000,0,750,1,1440000000
294,1,2,3,a,6000,0,1500,1,1440000000
295,1,2,3,a,6000,0,2250,1,1440000000
296,1,2,1,a,7200,0,0,1,1440000000
297,1,2,3,a,7200,0,750,1,1440000000
298,1,2,3,a,7200,0,1500,1,1440000000
299,1,2,1,a,7200,0,2250,1,1440000000
300,1,2,4,c,1800,1600,0,1,1440000000
301,1,2,4,c,1800,1600,1000,1,1440000000
302,1,2,2,c,1800,1600,2000,1,1440000000
303,1,2,4,c,3600,1600,0,1,1440000000
304,1,2,13,c,3600,1600,1000,1,1440000000
305,1,2,4,c,3600,1600,2000,1,1440000000
306,1,2,7,d,8400,0,0,1,1400000000
307,1,2,6,d,8400,0,1000,1,1400000000
308,1,2,15,d,8400,0,2000,1,1400000000
309,1,2,2,c,5400,1600,0,1,1440000000
310,1,2,4,c,5400,1600,1000,1,1440000000
311,1,2,4,c,5400,1600,2000,1,1440000000
312,1,2,13,c,7200,1600,0,1,1440000000
313,1,2,2,c,7200,1600,1000,1,1440000000
314,1,2,4,c,7200,1600,2000,1,1440000000
315,1,2,6,d,9000,1400,0,0,1400000000
316,1,2,6,d,9000,1400,1000,0,1400000000
317,1,2,15,d,9000,1400,2000,0,1400000000
318,1,2,6,d,9400,0,0,1,1400000000
319,1,2,6,d,9400,0,1000,1,1400000000
320,1,2,15,d,9400,0,2000,1,1400000000
321,1,2,6,d,10400,0,0,1,1400000000
322,1,2,6,d,10400,0,1000,1,1400000000
323,1,2,15,d,10400,0,2000,1,1400000000
324,1,2,6,d,10400,1400,0,0,1400000000
325,1,2,6,d,10400,1400,1000,0,1400000000
326,1,2,15,d,10400,1400,2000,0,1400000000
327,1,2,2,c,11800,0,0,1,1440000000
328,1,2,13,c,11800,0,1000,1,1440000000
329,1,2,2,c,11800,0,2000,1,1440000000
330,1,2,13,c,11800,800,0,1,1440000000
331,1,2,2,c,11800,800,1000,1,1440000000
332,1,2,2,c,11800,800,2000,1,1440000000
333,1,2,13,c,11800,1600,0,1,1440000000
334,1,2,2,c,11800,1600,1000,1,1440000000
335,1,2,13,c,11800,1600,2000,1,1440000000
336,2,2,2,c,0,0,0,0,1440000000
337,2,2,2,c,0,0,1000,0,1440000000
338,2,2,13,c,0,0,2000,0,1440000000
339,2,2,6,d,800,0,0,1,1400000000
340,2,2,15,d,800,0,1000,1,1400000000
341,2,2,6,d,800,0,2000,1,1400000000
342,2,2,5,b,800,1400,0,1,1200000000
343,2,2,5,b,800,1400,1000,1,1200000000
344,2,2,5,b,800,1400,2000,1,1200000000
345,2,2,15,d,1800,0,0,1,1400000000
346,2,2,15,d,1800,0,1000,1,1400000000
347,2,2,15,d,1800,0,2000,1,1400000000
348,2,2,1,a,2800,0,0,1,1440000000
349,2,2,1,a,2800,0,750,1,1440000000
350,2,2,1,a,2800,0,1500,1,1440000000
351,2,2,1,a,2800,0,2250,1,1440000000
352,2,2,2,c,2000,1600,0,1,1440000000
353,2,2,13,c,2000,1600,1000,1,1440000000
354,2,2,2,c,2000,1600,2000,1,1440000000
355,2,2,15,d,4000,0,0,1,1400000000
356,2,2,15,d,4000,0,1000,1,1400000000
357,2,2,15,d,4000,0,2000,1,1400000000
358,2,2,13,c,3800,1600,0,1,1440000000
359,2,2,2,c,3800,1600,1000,1,1440000000
360,2,2,2,c,3800,1600,2000,1,1440000000
361,2,2,1,a,5000,0,0,1,1440000000
362,2,2,1,a,5000,0,750,1,1440000000
363,2,2,1,a,5000,0,1500,1,1440000000
364,2,2,1,a,5000,0,2250,1,1440000000
365,2,2,15,d,6200,0,0,1,1400000000
366,2,2,15,d,6200,0,1000,1,1400000000
367,2,2,15,d,6200,0,2000,1,1400000000
368,2,2,13,c,5600,1600,0,1,1440000000
369,2,2,2,c,5600,1600,1000,1,1440000000
370,2,2,13,c,5600,1600,2000,1,1440000000
371,2,2,15,d,7200,0,0,1,1400000000
372,2,2,15,d,7200,0,1000,1,1400000000
373,2,2,15,d,7200,0,2000,1,1400000000
374,2,2,5,b,7400,1400,0,1,1200000000
375,2,2,5,b,7400,1400,1000,1,1200000000
376,2,2,5,b,7400,1400,2000,1,1200000000
377,2,2,1,a,8200,0,0,0,1440000000
378,2,2,1,a,8200,0,750,0,1440000000
379,2,2,3,a,8200,0,1500,0,1440000000
380,2,2,1,a,8200,0,2250,0,1440000000
381,2,2,15,d,8600,1200,0,0,1400000000
382,2,2,15,d,8600,1200,1000,0,1400000000
383,2,2,15,d,8600,1200,2000,0,1400000000
384,2,2,15,d,9800,0,0,0,1400000000
385,2,2,15,d,9800,0,1000,0,1400000000
386,2,2,15,d,9800,0,2000,0,1400000000
387,2,2,6,d,10000,1000,0,1,1400000000
388,2,2,15,d,10000,1000,1000,1,1400000000
389,2,2,15,d,10000,1000,2000,1,1400000000
390,2,2,6,d,11000,1000,0,1,1400000000
391,2,2,15,d,11000,1000,1000,1,1400000000
392,2,2,7,d,11000,1000,2000,1,1400000000
393,2,2,11,d,11200,0,0,0,1400000000
394,2,2,15,d,11200,0,1000,0,1400000000
395,2,2,15,d,11200,0,2000,0,1400000000
396,2,2,5,b,12600,0,0,0,1200000000
397,2,2,5,b,12600,0,1000,0,1200000000
398,2,2,5,b,12600,0,2000,0,1200000000
399,2,2,10,a,12000,1200,0,0,1440000000
400,2,2,1,a,12000,1200,750,0,1440000000
401,2,2,8,a,12000,1200,1500,0,1440000000
402,2,2,3,a,12000,1200,2250,0,1440000000
403,0,3,9,c,0,0,0,1,1440000000
404,0,3,2,c,0,0,1000,1,1440000000
405,0,3,12,c,0,0,2000,1,1440000000
406,0,3,1,a,1800,0,0,0,1440000000
407,0,3,3,a,1800,0,750,0,1440000000
408,0,3,8,a,1800,0,1500,0,1440000000
409,0,3,10,a,1800,0,2250,0,1440000000
410,0,3,4,c,3400,0,0,1,1440000000
411,0,3,9,c,3400,0,1000,1,1440000000
412,0,3,12,c,3400,0,2000,1,1440000000
413,0,3,9,c,5200,0,0,1,1440000000
414,0,3,4,c,5200,0,1000,1,1440000000
415,0,3,2,c,5200,0,2000,1,1440000000
416,0,3,13,c,7000,0,0,1,1440000000
417,0,3,4,c,7000,0,1000,1,1440000000
418,0,3,4,c,7000,0,2000,1,1440000000
419,0,3,8,a,8800,0,0,0,1440000000
420,0,3,3,a,8800,0,750,0,1440000000
421,0,3,1,a,8800,0,1500,0,1440000000
422,0,3,8,a,8800,0,2250,0,1440000000
423,0,3,6,d,10400,0,0,0,1400000000
424,0,3,11,d,10400,0,1000,0,1400000000
425,0,3,14,d,10400,0,2000,0,1400000000
426,0,3,3,a,11800,0,0,0,1440000000
427,0,3,8,a,11800,0,750,0,1440000000
428,0,3,3,a,11800,0,1500,0,1440000000
429,0,3,8,a,11800,0,2250,0,1440000000
430,0,3,2,c,3400,800,0,1,1440000000
431,0,3,4,c,3400,800,1000,1,1440000000
432,0,3,13,c,3400,800,2000,1,1440000000
433,0,3,4,c,5200,800,0,1,1440000000
434,0,3,2,c,5200,800,1000,1,1440000000
435,0,3,4,c,5200,800,2000,1,1440000000
436,0,3,4,c,7000,800,0,1,1440000000
437,0,3,2,c,7000,800,1000,1,1440000000
438,0,3,13,c,7000,800,2000,1,1440000000
439,0,3,4,c,0,800,0,1,1440000000
440,0,3,4,c,0,800,1000,1,1440000000
441,0,3,2,c,0,800,2000,1,1440000000
442,0,3,1,a,1800,1200,0,0,1440000000
443,0,3,3,a,1800,1200,750,0,1440000000
444,0,3,8,a,1800,1200,1500,0,1440000000
445,0,3,3,a,1800,1200,2250,0,1440000000
446,0,3,8,a,8800,1200,0,0,1440000000
447,0,3,1,a,8800,1200,750,0,1440000000
448,0,3,3,a,8800,1200,1500,0,1440000000
449,0,3,8,a,8800,1200,2250,0,1440000000
450,0,3,3,a,10400,1200,0,0,1440000000
451,0,3,8,a,10400,1200,750,0,1440000000
452,0,3,1,a,10400,1200,1500,0,1440000000
453,0,3,3,a,10400,1200,2250,0,1440000000
454,0,3,3,a,12000,1200,0,0,1440000000
455,0,3,1,a,12000,1200,750,0,1440000000
456,0,3,3,a,12000,1200,1500,0,1440000000
457,0,3,3,a,12000,1200,2250,0,1440000000
458,0,3,4,c,0,1600,0,1,1440000000
459,0,3,13,c,0,1600,1000,1,1440000000
460,0,3,4,c,0,1600,2000,1,1440000000
461,0,3,2,c,3400,1600,0,1,1440000000
462,0,3,4,c,3400,1600,1000,1,1440000000
463,0,3,4,c,3400,1600,2000,1,1440000000
464,0,3,2,c,5200,1600,0,1,1440000000
465,0,3,13,c,5200,1600,1000,1,1440000000
466,0,3,4,c,5200,1600,2000,1,1440000000
467,0,3,4,c,7000,1600,0,1,1440000000
468,0,3,2,c,7000,1600,1000,1,1440000000
469,0,3,4,c,7000,1600,2000,1,1440000000
470,1,3,15,d,0,0,0,1,1400000000
471,1,3,7,d,0,0,1000,1,1400000000
472,1,3,6,d,0,0,2000,1,1400000000
473,1,3,7,d,0,1400,0,0,1400000000
474,1,3,6,d,0,1400,1000,0,1400000000
475,1,3,15,d,0,1400,2000,0,1400000000
476,1,3,6,d,1000,0,0,1,1400000000
477,1,3,7,d,1000,0,1000,1,1400000000
478,1,3,6,d,1000,0,2000,1,1400000000
479,1,3,15,d,1400,1400,0,0,1400000000
480,1,3,7,d,1400,1400,1000,0,1400000000
481,1,3,6,d,1400,1400,2000,0,1400000000
482,1,3,7,d,2000,0,0,1,1400000000
483,1,3,15,d,2000,0,1000,1,1400000000
484,1,3,6,d,2000,0,2000,1,1400000000
485,1,3,1,a,3000,0,0,1,1440000000
486,1,3,3,a,3000,0,750,1,1440000000
487,1,3,3,a,3000,0,1500,1,1440000000
488,1,3,1,a,3000,0,2250,1,1440000000
489,1,3,13,c,2800,1600,0,1,1440000000
490,1,3,2,c,2800,1600,1000,1,1440000000
491,1,3,2,c,2800,1600,2000,1,1440000000
492,1,3,3,a,4200,0,0,1,1440000000
493,1,3,3,a,4200,0,750,1,1440000000
494,1,3,1,a,4200,0,1500,1,1440000000
495,1,3,3,a,4200,0,2250,1,1440000000
496,1,3,13,c,4600,1600,0,1,1440000000
497,1,3,2,c,4600,1600,1000,1,1440000000
498,1,3,13,c,4600,1600,2000,1,1440000000
499,1,3,3,a,5400,0,0,1,1440000000
500,1,3,1,a,5400,0,750,1,1440000000
501,1,3,3,a,5400,0,1500,1,1440000000
502,1,3,3,a,5400,0,2250,1,1440000000
503,1,3,1,a,6600,0,0,1,1440000000
504,1,3,3,a,6600,0,750,1,1440000000
505,1,3,3,a,6600,0,1500,1,1440000000
506,1,3,1,a,6600,0,2250,1,1440000000
507,1,3,6,d,7800,0,0,1,1400000000
508,1,3,15,d,7800,0,1000,1,1400000000
509,1,3,6,d,7800,0,2000,1,1400000000
510,1,3,1,a,8800,0,0,1,1440000000
511,1,3,1,a,8800,0,750,1,1440000000
512,1,3,1,a,8800,0,1500,1,1440000000
513,1,3,1,a,8800,0,2250,1,1440000000
514,1,3,2,c,6400,1600,0,1,1440000000
515,1,3,13,c,6400,1600,1000,1,1440000000
516,1,3,2,c,6400,1600,2000,1,1440000000
517,1,3,5,b,10000,0,0,0,1200000000
518,1,3,5,b,10000,0,1000,0,1200000000
519,1,3,5,b,10000,0,2000,0,1200000000
520,1,3,5,b,10000,1200,0,0,1200000000
521,1,3,5,b,10000,1200,1000,0,1200000000
522,1,3,5,b,10000,1200,2000,0,1200000000
523,1,3,6,d,11000,0,0,1,1400000000
524,1,3,15,d,11000,0,1000,1,1400000000
525,1,3,6,d,11000,0,2000,1,1400000000
526,1,3,1,a,12000,0,0,0,1440000000
527,1,3,1,a,12000,0,750,0,1440000000
528,1,3,1,a,12000,0,1500,0,1440000000
529,1,3,8,a,12000,0,2250,0,1440000000
530,1,3,2,c,8200,1600,0,1,1440000000
531,1,3,13,c,8200,1600,1000,1,1440000000
532,1,3,2,c,8200,1600,2000,1,1440000000
533,1,3,6,d,11000,1400,0,0,1400000000
534,1,3,15,d,11000,1400,1000,0,1400000000
535,1,3,6,d,11000,1400,2000,0,1400000000
536,1,3,5,b,12400,1200,0,0,1200000000
537,1,3,5,b,12400,1200,1000,0,1200000000
538,1,3,5,b,12400,1200,2000,0,1200000000
539,2,3,6,d,0,0,0,0,1400000000
540,2,3,15,d,0,0,1000,0,1400000000
541,2,3,6,d,0,0,2000,0,1400000000
542,2,3,6,d,1400,0,0,0,1400000000
543,2,3,15,d,1400,0,1000,0,1400000000
544,2,3,6,d,1400,0,2000,0,1400000000
545,2,3,15,d,2800,0,0,0,1400000000
546,2,3,15,d,2800,0,1000,0,1400000000
547,2,3,15,d,2800,0,2000,0,1400000000
548,2,3,13,c,4200,0,0,1,1440000000
549,2,3,2,c,4200,0,1000,1,1440000000
550,2,3,2,c,4200,0,2000,1,1440000000
551,2,3,15,d,6000,0,0,0,1400000000
552,2,3,15,d,6000,0,1000,0,1400000000
553,2,3,15,d,6000,0,2000,0,1400000000
554,2,3,15,d,7400,0,0,0,1400000000
555,2,3,15,d,7400,0,1000,0,1400000000
556,2,3,15,d,7400,0,2000,0,1400000000
557,2,3,13,c,8800,0,0,1,1440000000
558,2,3,2,c,8800,0,1000,1,1440000000
559,2,3,13,c,8800,0,2000,1,1440000000
560,2,3,2,c,10600,0,0,1,1440000000
